destination_country,userName,major,specialization,program,department,univName,termAndYear,cgpa,cgpaScale,topperCgpa,ugCollege,toeflScore,toeflEssay,greV,greQ,greA,gmatQ,gmatV,gmatA,researchExp,industryExp,internExp,journalPubs,confPubs,admit
Australia,Abhishek Sinha,Computer Science,VLSI,MS,Biotech,Monash University,Fall-2011,5.69,10,10,Bangalore University,101.0,21.0,,,,45.0,38.0,,0,55,6,1,1,0
Australia,Rachana Sah,CS / SE / IT / MIS,VLSI/Telecommunication,MS,Mechanical Engineering,University of Tasmania,Fall-2014,5.86,10,10,Kathmandu University,98.0,19.0,166.0,163.0,3.8,45.0,,4.0,0,25,1,0,1,0
Australia,Rajesh Chhantyal,Computer Science,Artificial Intelligence,MS,Electronics Engineering,La Trobe University,Fall-2012,8.6,10,10,Tribhuvan University,74.0,19.0,,,,40.0,42.0,4.0,1,17,2,0,0,1
Australia,Dipika Dhungana,Computer Science,Entertainment Technology (MET at the ETC),MS,IT,University of Tasmania,Fall-2013,7.38,10,10,Lumbini Buddhist University,110.0,26.0,,,,48.0,,4.5,0,11,4,0,0,0
Australia,Kalpana Bhandari,Computer Science,Software Engineering,MS,ELECTRICAL ENGINEERING,Victoria University,Fall-2014,7.92,10,10,Jadavpur University,108.0,26.0,,,,45.0,42.0,,1,34,2,0,0,1
Australia,Prem Musahar,Electrical & Computer Engineering,wireless communication,MS,CSE,University of Queensland,Fall-2014,5.99,10,10,Lumbini Buddhist University,,,,,,,35.0,4.5,0,13,7,2,0,0
Australia,Kavita Chaurasiya,Computer Science,Systems Networks,MS,IT,Victoria University,Fall-2014,6.48,10,10,Mumbai University,,,,,,45.0,38.0,5.0,1,11,3,0,0,1
Australia,Dipika Kushwaha,Electronics and Communication,Structural Engineering,MS,Instrumentation and Control,Curtin University,Fall-2014,8.0,10,10,Jadavpur University,91.0,20.0,,,,45.0,,4.5,0,11,9,0,0,1
Australia,Milan Sinha,Electronics and Communication,Databases,MS,ECE,La Trobe University,Fall-2015,6.39,10,10,Lumbini Buddhist University,112.0,19.0,,,,45.0,38.0,4.0,0,7,7,0,0,0
Australia,Manju Sheikh,Computer Science,wireless micro processors,MS,CS,University of Canberra,Fall-2014,9.62,10,10,Jadavpur University,97.0,23.0,,,,45.0,42.0,5.0,0,0,2,0,0,1
Australia,Dipesh Basnet,Computer Science,Systems (Algo OS N/W),MS,Mechanical Engineering,RMIT University,Spring-2012,8.55,10,10,Manmohan Technical University,74.0,22.0,,,,45.0,38.0,4.0,0,58,2,0,0,1
Australia,Pankaj Baniya,CS,Information Systems,PhD,ECE,University of Adelaide,Fall-2012,6.15,10,10,Far-Western University,,,,,,,42.0,,0,36,0,1,0,1
Australia,Rajendra Mijar,Computer Science,parallel and distributed computing,MS,Computer Science,Curtin University,Fall-2011,6.34,10,10,Pokhara University,,,,,,40.0,35.0,4.0,0,24,1,0,0,0
Australia,Sanjay Majhi,Electrical Engineering,Communication/Signal Processing,MS,Aerospace Engineering,University of New South Wales,Fall-2015,6.98,10,10,Purbanchal University,74.0,19.0,,,,45.0,35.0,,0,26,4,0,0,1
Australia,Nisha Kunwar,MIS,Power and energy,MS,Information Technology,University of Adelaide,Spring-2012,8.92,10,10,Mid-Western University,70.0,29.0,152.0,149.0,4.2,40.0,,5.0,0,13,0,0,0,0
Australia,Dinesh Dhungana,MIS,Power,MS,Mechanical Engineering,Macquarie University,Fall-2011,8.45,10,10,Tribhuvan University,71.0,24.0,,,,,38.0,4.0,0,9,2,0,1,1
Australia,Kiran Mahara,Computer Science,Power Electronics,MS,ECE,Swinburne University of Technology,Fall-2012,6.41,10,10,Rajarshi Janak University,80.0,22.0,,,,,42.0,4.0,0,5,10,0,0,0
Australia,Sandeep Khan,Computer Science,Data Analytics,MS,Electronics and Instrumentation,University of Melbourne,Fall-2006,8.69,10,10,Gandaki University,89.0,21.0,,,,,,,0,3,5,0,0,1
Australia,Prerana Bista,Computer Science,Artificial Intelligece Human Computer Interaction Algorithms Computer Graphics,MS,Computer Engineering,Bond University,Fall-2014,5.93,10,10,Osmania University,,,,,,48.0,38.0,4.5,2,40,10,0,1,0
Australia,Manish Sitaula,MIS,Communication and Signal Processing,MS,Computer Engineering,University of Western Australia,Fall-2013,8.46,10,10,Tribhuvan University,87.0,20.0,,,,45.0,42.0,,0,0,11,1,2,0
Australia,Yogesh Roy,Electronics and electrical engineering,VLSI design,MS,Information Technology,Victoria University,Fall-2012,8.83,10,10,Anna University,103.0,22.0,152.0,154.0,2.6,48.0,35.0,,0,40,3,0,0,0
Australia,Raj Kandel,Computer Science,MSIT-Information security,MS,Electronics and Communication,University of Melbourne,Fall-2008,8.31,10,10,Mid-Western University,,,,,,45.0,,5.0,2,44,10,0,0,1
Australia,Sandeep Darai,Computer Science,NLP & IR OS,MS,Biochemistry,Victoria University,Fall-2013,8.5,10,10,Rajarshi Janak University,109.0,28.0,,,,48.0,42.0,4.0,2,11,10,0,0,1
Australia,Shashank Mahato,Computer Science,Networking,MS,ECE,University of Adelaide,Fall-2011,9.38,10,10,Kathmandu University,73.0,26.0,155.0,160.0,3.6,48.0,35.0,4.0,1,8,5,0,0,0
Australia,Isha Jirel,Industrial Engineering,Graphics,MS,CS,University of Western Australia,Fall-2013,8.76,10,10,Pune University,110.0,27.0,,,,48.0,38.0,,0,14,2,0,0,1
Australia,Upendra Sarki,MIS,Structural,MS,EEE,University of Canberra,Fall-2013,8.66,10,10,Tribhuvan University,109.0,26.0,,,,48.0,35.0,,2,39,11,1,0,1
Australia,Krishna Devkota,MIS,B. Pharm,MS,BE Information Technology,Bond University,Fall-2011,9.38,10,10,Mid-Western University,77.0,25.0,,,,40.0,35.0,5.0,0,22,5,0,0,0
Australia,Abhishek Khadka,Electrical Engineering,Operating Systems,MS,Computer Science and Engineering,University of Sydney,Fall-2012,8.73,10,10,Osmania University,88.0,26.0,,,,48.0,35.0,,0,9,3,0,0,1
Australia,Bina Timilsina,Computer Engineering,CEN,MS,E&I;,University of Adelaide,Fall-2011,9.34,10,10,Nepal Open University,83.0,26.0,,,,40.0,42.0,5.0,0,37,6,0,0,1
Australia,Maya Pahari,Computer Engineering / Computer Networking / Computer Science,Systems / Robotics,MS,Information Technology,Macquarie University,Fall-2014,8.58,10,10,Mid-Western University,87.0,20.0,,,,40.0,,5.0,0,50,0,0,1,0
Australia,Ramesh Hamal,Computer Science,Wireless Communication,MS,Information Technology,Macquarie University,Fall-2014,8.24,10,10,Tribhuvan University,,,,,,,38.0,5.0,1,38,4,0,0,0
Australia,Yashoda Gupta,Computer Science,General Computer Science and Professional Degree,MS,Mechanical,Macquarie University,Fall-2011,6.45,10,10,Far-Western University,97.0,18.0,,,,48.0,42.0,,0,18,0,0,0,0
Australia,Amit KC,Computer Science,structures,MS,Chem Engineering,Griffith University,Fall-2015,9.76,10,10,Tribhuvan University,78.0,26.0,,,,,42.0,4.5,0,5,11,0,0,1
Australia,Alisha Tharu,Computer Science,SCM,MS,Computer Engineering,James Cook University,Fall-2013,5.79,10,10,Manmohan Technical University,114.0,18.0,,,,48.0,38.0,4.0,0,47,10,0,1,1
Australia,Anjali Adhikari,Computer Science,Networks AI,MS,ECE,University of Queensland,Fall-2014,9.82,10,10,Mid-Western University,78.0,20.0,,,,40.0,35.0,5.0,0,23,6,0,0,0
Australia,Dipesh Khan,Electrical and Computer Engineering,Information security Databases Networking,MS,IT,University of Sydney,Fall-2015,8.48,10,10,Far-Western University,111.0,22.0,,,,,42.0,4.0,0,5,11,0,0,1
Australia,Yamuna Timilsina,Computer Science,MIS,MS,Mechanical Engineering,University of Melbourne,Fall,7.7,10,10,Purbanchal University,89.0,21.0,,,,40.0,42.0,,0,58,11,0,0,1
Australia,Raj Majhi,Mechanical Engineering,Wireless Communication and Networking,MS,MCA,Monash University,Fall-2012,8.19,10,10,Pokhara University,,,,,,40.0,35.0,4.0,2,53,11,0,0,0
Australia,Rajan Begum,Electrical Engineering,Embedded Systems,MS,Information Technology,La Trobe University,Spring-2013,7.71,10,10,Nepal Open University,81.0,26.0,,,,45.0,35.0,5.0,0,53,3,0,0,0
Australia,Prabin Koirala,Computer Science,VLSI,MS,ECE,Curtin University,Fall-2012,5.53,10,10,Far-Western University,108.0,29.0,,,,40.0,35.0,5.0,0,1,11,0,0,0
Australia,Laxmi Suwal,Computational Engineering,Networking,MS,Information Technology,Curtin University,Fall-2012,6.75,10,10,Delhi University,109.0,22.0,,,,45.0,35.0,4.5,0,27,10,0,0,0
Australia,Apsara Shakya,Computer Science,computer vision,MS,Electrical & Electronics,Australian National University,Fall-2014,5.66,10,10,Tribhuvan University,87.0,26.0,,,,40.0,35.0,4.5,0,23,7,0,1,0
Australia,Mayank Bind,CS,Design,MS,Computer Science Engineering,James Cook University,Fall-2011,5.8,10,10,Bangalore University,105.0,20.0,,,,48.0,42.0,4.5,0,5,2,0,0,1
Australia,Karuna Dhakal,CS MIS,VLSI,MS,Computer Science,James Cook University,Fall-2011,9.09,10,10,Tribhuvan University,87.0,22.0,,,,48.0,35.0,4.5,0,3,7,0,0,0
Australia,Apsara Agarwal,Electrical Engineering,High End Computing,MS,Electronics,RMIT University,Fall-2011,6.93,10,10,Agriculture and Forestry University,,,,,,,,4.5,0,49,0,0,0,0
Australia,Santosh Mehta,Electrical Engineering,SE Distributed Systems,MS,Civil engineering,University of Canberra,Fall-2013,6.03,10,10,Kathmandu University,102.0,27.0,,,,40.0,35.0,4.0,0,49,10,1,0,0
Australia,Anil Chand,Electronics and Communication,Human-Computer Interaction,PhD,INFORMATION TECHNOLOGY,Swinburne University of Technology,Fall-2014,6.45,10,10,Purbanchal University,106.0,20.0,,,,,38.0,4.0,0,29,8,1,1,0
Australia,Rachana Prajapati,Computer Engineering,Business Analytics,MS,Chemical Engineering,University of Sydney,Fall-2012,5.65,10,10,Kathmandu University,103.0,23.0,,,,48.0,42.0,5.0,0,12,9,0,0,1
Australia,Sanjay Kunwar,Management Information System,Mechanics Automobile,PhD,civil engineering,University of Tasmania,Fall-2012,6.3,10,10,Osmania University,92.0,23.0,,,,45.0,35.0,4.0,1,13,11,1,0,0
Australia,Dipesh Bista,Computer Science,Signal Processing,MS,Mechanical,University of New South Wales,Fall-2012,5.71,10,10,Rajarshi Janak University,92.0,19.0,,,,,,5.0,0,2,10,1,0,0
Australia,Smriti Kafle,Electronics and Communication,Computer Engineering,MS,Computer Sc & Engg,Victoria University,Fall-2012,6.89,10,10,Calcutta University,109.0,19.0,,,,40.0,35.0,4.5,0,43,5,0,0,1
Australia,Kriti Sharma,Electrical Engineering,Power Syatem,MS,ece,University of Tasmania,Fall-2013,9.61,10,10,Anna University,109.0,24.0,,,,48.0,42.0,5.0,1,3,1,0,0,1
Australia,Tripti Chaurasiya,Electronics and Communication,Image Processing,MS,Not Specified,Bond University,Fall-2006,7.16,10,10,Tribhuvan University,80.0,23.0,,,,,35.0,,0,21,2,0,0,0
Australia,Kriti Shah,Mechanical Engineering,Risk Analytics and Consulting,MS,CS,Griffith University,Fall-14,6.45,10,10,Anna University,93.0,21.0,,,,45.0,,4.5,1,39,5,0,0,0
Australia,Prerana Keshari,Computer Engineering,Databases/Data Mining,MS,Chemical Engineering,Bond University,Fall-2013,6.21,10,10,Far-Western University,99.0,25.0,,,,40.0,35.0,4.0,0,10,3,0,1,1
Australia,Jeevan Bastola,Computer Engineering,Software and Information Systems,MS,EEE,University of Western Australia,Fall-2014,9.81,10,10,Gandaki University,79.0,18.0,,,,40.0,38.0,5.0,0,16,2,0,1,1
Australia,Kavita Duwal,environmental engineering,Computer Science,MS,IT,University of Western Australia,Fall-2014,9.33,10,10,Lumbini Buddhist University,82.0,27.0,,,,45.0,42.0,5.0,1,44,3,0,2,0
Australia,Radha Ali,electronics,Fluid Dynamics & Structure,MS,Not Specified,University of Tasmania,Spring-2012,6.25,10,10,Purbanchal University,,,,,,40.0,42.0,5.0,0,32,0,0,0,0
Australia,Ganga Nembang,Computer Science,Embedded Systems+DSP,MS,Not Specified,Curtin University,Fall-2013,6.46,10,10,Bangalore University,78.0,29.0,,,,,35.0,5.0,1,47,6,1,0,0
Australia,Rajeev Dhakal,Biomedical Engineering,Database,MS,Computer science and engineering,Deakin University,Spring-2015,7.3,10,10,Far-Western University,101.0,23.0,,,,,35.0,,0,51,4,0,0,1
Australia,Karishma Lamichhane,Computer Science,MS,MS,Not Specified,Australian National University,Fall-2011,9.41,10,10,Lumbini Buddhist University,91.0,21.0,,,,40.0,,5.0,1,9,8,0,0,0
Australia,Monika Kandel,Industrial Engineering,Algorithms,MS,Information Technology,Macquarie University,Fall-2011,6.13,10,10,Pokhara University,109.0,22.0,,,,40.0,42.0,4.5,1,17,1,0,0,1
Australia,Pratima Kewat,Computer Science,VLSI/Embedded system,MS,Mechanical Engineering,University of Adelaide,Fall-2012,7.57,10,10,Jadavpur University,,,,,,,,4.5,1,31,0,0,1,0
Australia,Ashim Hamal,Electrical and Electronics,Design,MS,B.Tech Mechatronics,University of Melbourne,Fall-2012,6.36,10,10,Pokhara University,90.0,21.0,,,,48.0,42.0,5.0,0,56,1,0,0,1
Australia,Kabita Poudel,Computer Science,EXTC,MS,Information Technology,Curtin University,Fall-2011,7.53,10,10,Rajarshi Janak University,97.0,21.0,,,,40.0,,4.0,1,51,7,0,0,1
Australia,Dipak Ghimire,Electrical Engineering,COMMUNICATION,MS,University college of Engineering,Victoria University,Fall-2011,8.68,10,10,Osmania University,108.0,19.0,144.0,151.0,4.5,45.0,38.0,4.5,0,6,8,0,0,0
Australia,Jyoti Ali,MIS,vlsi,MS,Telecommunication,Victoria University,Fall-2013,9.3,10,10,Purbanchal University,104.0,27.0,,,,45.0,35.0,4.5,1,5,7,0,0,1
Australia,Apsara Chaudhary,Electronics and Communication,Programming Languages,MS,CS,University of Adelaide,Fall-2013,9.51,10,10,Agriculture and Forestry University,111.0,27.0,,,,48.0,38.0,4.0,0,25,4,0,1,0
Australia,Anju Hussain,Computer Engineering,computer networks,MS,CSE,University of Melbourne,Fall-2015,8.11,10,10,Pune University,103.0,18.0,,,,45.0,42.0,4.5,0,8,5,0,0,1
Australia,Karuna Chand,Computer Science,Software engineering,MS,Information Technology,RMIT University,Fall-2015,6.89,10,10,Lumbini Buddhist University,107.0,28.0,,,,40.0,42.0,4.5,0,7,8,0,0,1
Australia,Yubaraj Kayastha,Mechanical / Industrial Engg.,VLSI/EMBEDED,MS,Computer engineering,Deakin University,Fall-2011,8.78,10,10,Pune University,105.0,22.0,,,,40.0,,4.0,1,45,9,0,0,0
Australia,Manish Pandey,Computer Science,AI,MS,Computer Science,Monash University,Fall-2013,7.75,10,10,Jadavpur University,72.0,21.0,,,,45.0,,4.5,0,48,2,1,0,1
Australia,Aarav Ghosh,Electronics and Communication,Digital VLSI,MS,Electrical and Electronics,Swinburne University of Technology,Fall-2014,7.67,10,10,Rajarshi Janak University,108.0,18.0,,,,,35.0,4.5,1,37,4,0,0,1
Australia,Bhawana Shakya,Computer Engineering / Electrical Computer Engineering,BIA,MS,Electronics,Australian National University,Fall-2015,8.64,10,10,Far-Western University,,,,,,45.0,38.0,4.5,0,43,0,0,0,0
Australia,Anju Lohani,Mechanical Engineering,Embedded Systems / Computer architecture,PhD,electronics,Bond University,Fall-2011,8.96,10,10,Purbanchal University,102.0,19.0,,,,,35.0,5.0,0,25,7,0,0,1
Australia,Krishna Lama,Computer Science,HPC & Game Dev.,MS,Computer Science,University of New South Wales,Fall-2013,9.93,10,10,Jadavpur University,85.0,22.0,,,,45.0,,4.5,0,55,6,0,1,1
Australia,Sunil Baniya,Chemical Engineering,Embedded Systems,Both MS and PhD,EnTC,La Trobe University,Fall-2011,8.54,10,10,Osmania University,95.0,28.0,,,,48.0,35.0,4.0,1,52,2,0,0,0
Australia,Shruti Qureshi,Industrial Engineering,Signal Processing,MS,MECHATRONICS (B.TECH),Curtin University,Fall-2012,8.62,10,10,Gandaki University,96.0,24.0,,,,45.0,42.0,4.5,0,51,9,0,0,0
Australia,Manju Choudhury,Computer Science,Autonomous vehicles,MS,Mechanical Engg,University of Tasmania,Fall-2014,7.39,10,10,Mid-Western University,77.0,18.0,,,,48.0,38.0,5.0,0,55,10,0,0,0
Australia,Rohit Timilsina,Electrical Engineering,Signal Processing/Communication,MS,IT,University of Queensland,Fall,9.66,10,10,Rajarshi Janak University,85.0,22.0,162.0,166.0,2.9,45.0,38.0,,0,28,7,0,0,0
Australia,Govinda Sitaula,Electronics and Communication,Embedded systems,MS,Computer,University of New South Wales,Fall-2014,6.23,10,10,Agriculture and Forestry University,114.0,18.0,,,,45.0,38.0,5.0,0,40,1,0,0,0
Australia,Bina Bhusal,Computer Engineering,Embeddded Systems/ Computer networking,MS,EEE,Curtin University,Fall-2012,7.07,10,10,Jadavpur University,96.0,29.0,,,,40.0,38.0,4.0,1,43,3,0,2,0
Australia,Prerana Banerjee,Electronics and Communication,bioinformatics,MS,Computer,Deakin University,Fall-2014,8.89,10,10,Far-Western University,104.0,18.0,157.0,160.0,2.6,45.0,42.0,5.0,0,2,7,0,0,0
Australia,Gagan Hayu,CS,DSP WIRELESS COMMUNICATION EMBEDDED SYSTEMS.,MS,Chemical Engineering,Swinburne University of Technology,Fall-2015,7.91,10,10,Jadavpur University,92.0,20.0,,,,40.0,38.0,4.0,0,37,11,0,0,0
Australia,Pabitra Thapa,Computer Science,embedded systems,MS,Computer Science,University of Tasmania,Fall-2014,8.1,10,10,Rajarshi Janak University,91.0,21.0,,,,40.0,,4.0,0,3,10,0,0,0
Australia,Aarav Maskey,Computer Science,Mixed Signal and Circuit Design,MS,ECE,Victoria University,Fall-2011,8.97,10,10,Gandaki University,70.0,25.0,,,,40.0,42.0,4.5,0,33,3,0,0,1
Australia,Swastika Guragain,Computer Science,Information systems,MS,Chemical Engg,Macquarie University,Fall-2013,6.65,10,10,Kathmandu University,77.0,25.0,,,,40.0,35.0,4.0,0,11,5,0,0,0
Australia,Rajan Lodhi,Computer Science,Information Systems,MS,Civil Engineering,University of Sydney,Fall-2015,7.8,10,10,Delhi University,,,,,,48.0,38.0,4.5,1,50,6,0,0,1
Australia,Rahul Hamal,Electronics and Communication,Thermal and Fluids,MS/PhD,Not Specified,University of Melbourne,Fall-2014,5.89,10,10,Pune University,,,,,,48.0,42.0,4.5,1,45,5,0,0,1
Australia,Archana Suwal,Civil Engineering,Polymers and Proteins,MS,E&TC;,Griffith University,Fall-2013,9.83,10,10,Far-Western University,104.0,21.0,,,,40.0,35.0,5.0,0,27,2,0,1,0
Australia,Roshan Rijal,Computer Science,ML NLP and Semantic Web,MS,CS,University of Western Australia,Fall-2015,7.84,10,10,Gandaki University,,,,,,40.0,35.0,5.0,0,17,10,0,1,0
Australia,Rachana Hussain,Computer Science,Wireless communications,MS,IT,Australian National University,Fall-2015,5.52,10,10,Tribhuvan University,84.0,27.0,,,,45.0,,5.0,1,9,3,1,0,0
Australia,Dinesh Poudel,MIS,Fluids/CFD,MS,Electronics,Curtin University,Fall-2013,8.51,10,10,Calcutta University,92.0,27.0,,,,48.0,38.0,5.0,0,29,3,0,0,1
Australia,Deepa Mahato,Computer Science,Energy and Environment,MS,CS,University of Sydney,Fall-2011,7.02,10,10,Tribhuvan University,101.0,20.0,,,,,42.0,4.0,0,11,4,0,0,1
Australia,Gagan Sinha,Computer Engineering,computer Networks,MS,Info Science and Engg,Bond University,Fall-2014,8.82,10,10,Nepal Open University,,,,,,,35.0,4.0,0,35,8,0,0,0
Australia,Anil Baniya,Civil Engineering,Embedded systems,MS,Information Technology,University of Melbourne,Fall-2012,6.42,10,10,Nepal Open University,,,,,,40.0,42.0,5.0,0,57,8,0,0,1
Australia,Sabina Lohani,Computer Science,Artificial Intelligence,MS,CS,Australian National University,Fall-2015,7.17,10,10,Far-Western University,80.0,23.0,164.0,156.0,3.6,,35.0,4.0,0,25,1,0,2,0
Australia,Krishna Nembang,Computer Science,Embedded Systems and Computer Architecture,MS,EEE,Deakin University,Fall-2013,6.72,10,10,Pokhara University,86.0,25.0,153.0,162.0,3.2,,38.0,4.0,0,25,4,0,0,0
Australia,Rajesh Kansakar,MIS,Software Engineering,MS,computer science,La Trobe University,Fall-2014,7.72,10,10,Kathmandu University,92.0,24.0,,,,48.0,,4.5,0,44,11,0,0,0
Australia,Suresh Kansakar,Electrical Engineering,VLSI / Embedded Systems / Telecom,MS,eee,James Cook University,Fall-2013,6.36,10,10,Tribhuvan University,82.0,28.0,,,,45.0,,4.5,0,20,3,0,0,0
Australia,Om Sigdel,Computer Science,Networks,MS,Mechanical,James Cook University,Fall-2015,9.17,10,10,Manmohan Technical University,104.0,23.0,,,,45.0,38.0,5.0,0,41,0,0,0,0
Australia,Ayush Mandal,Electrical Engineering,Computer Architecture,MS,Computer Science and Engineering,Bond University,Fall-2014,7.42,10,10,Tribhuvan University,101.0,23.0,,,,45.0,42.0,4.0,0,34,1,0,0,0
Australia,Shailesh Bind,Computer Science,Algorithms Distributed Systems,MS,ECE,University of Queensland,Fall-2014,5.87,10,10,Jadavpur University,76.0,21.0,,,,45.0,35.0,5.0,1,6,0,0,0,0
Australia,Uday Bohara,Mechanical Engineering,Networks,MS,CSE,Macquarie University,Fall-2014,6.63,10,10,Tribhuvan University,90.0,19.0,,,,,38.0,4.0,0,0,1,0,0,0
Australia,Saraswati Sigdel,Computer Science/ Mgmt,Robotics & Control,MS,Mechanical,La Trobe University,Fall-2013,7.66,10,10,Mid-Western University,103.0,26.0,,,,,38.0,4.0,0,47,9,1,0,0
Australia,Hari Bhandari,MIS,Game Development / Computer Graphics / Animation,MS,Electronics and Communication,Macquarie University,Fall-2014,7.52,10,10,Far-Western University,83.0,25.0,,,,45.0,42.0,4.0,1,44,9,0,0,1
Australia,Yashoda Podar,Computer Science,Geotechnical,MS,IT,Australian National University,Fall-2006,7.98,10,10,Pokhara University,73.0,24.0,154.0,159.0,3.4,45.0,42.0,4.0,0,58,9,0,0,0
Australia,Deepa Danuwar,Comp Science/Comp Networks/Comp Engg,Systems and control,MS,Electrical and Electronics,James Cook University,Fall-2011,9.2,10,10,Mid-Western University,,,,,,,38.0,4.0,0,22,10,0,0,0
Australia,Akhil Kattel,Computer Science,Operations Research,MS,ECE,Swinburne University of Technology,Fall-2011,7.9,10,10,Calcutta University,105.0,23.0,,,,45.0,,4.0,0,14,4,0,0,1
Australia,Rajan Bajracharya,Computer Science,VLSI / Solid State,MS,Not Specified,University of Melbourne,Spring-2012,6.74,10,10,Osmania University,98.0,27.0,,,,45.0,,5.0,1,5,4,0,0,1
Australia,Roshan Kushwaha,Electrical Engineering,General,MS,Computer Engineering,James Cook University,Fall-2012,9.78,10,10,Nepal Open University,72.0,25.0,,,,,38.0,5.0,1,55,8,0,0,1
Australia,Kriti Chepang,Computer Science,Bio physics,MS,Instrumentation,Swinburne University of Technology,Fall-2013,7.26,10,10,Anna University,,,,,,,38.0,4.0,1,28,7,0,0,1
Australia,Pradeep Kafle,Computer Science,Programming Lang,MS,information technology,Monash University,Fall-2013,6.05,10,10,Jadavpur University,73.0,29.0,,,,48.0,,4.0,0,26,1,0,0,1
Australia,Madan Bohara,Computer Science,CEM,MS,EC,University of Canberra,Fall-2014,6.36,10,10,Agriculture and Forestry University,107.0,29.0,,,,48.0,38.0,5.0,1,5,7,0,0,0
Australia,Aasha Jha,Computer Science,biomaterails stem cells,MS,ECE,Griffith University,Fall-2012,7.42,10,10,Gandaki University,107.0,27.0,,,,45.0,,,1,50,8,0,0,1
Australia,Jyoti Danuwar,Computer Engineering,ERP SCM,MS,Electronics and Communication Engineering (2005-2009)),University of Queensland,Fall-2014,9.98,10,10,Rajarshi Janak University,72.0,19.0,,,,40.0,35.0,,0,31,10,0,1,1
Australia,Dipak Sitaula,Computer Science,VLSI,MS,CSE,University of Western Australia,Fall-2014,8.58,10,10,Lumbini Buddhist University,83.0,23.0,,,,45.0,42.0,4.0,0,44,6,2,1,1
Australia,Barsha Bote,Mechanical Engineering,Transportation Engineering,MS,ECE,Macquarie University,Spring-2014,8.52,10,10,Pune University,112.0,29.0,,,,,35.0,,0,13,9,1,0,0
Australia,Alok Mahara,software engineering,Wireless Health Tech,MS,Computer Science and Engineering,University of Tasmania,Spring-2015,8.64,10,10,Delhi University,70.0,23.0,,,,45.0,42.0,4.0,0,29,8,1,0,1
Australia,Gagan Devkota,Computer Science,Geotech,MS,Mechanical,Griffith University,Fall-2011,9.13,10,10,Delhi University,85.0,22.0,,,,45.0,,4.0,0,44,11,0,0,0
Australia,Rajesh Acharya,Electrical Engg/ comp engg,Computer Networks,MS,ECE,Griffith University,Fall-2013,6.25,10,10,Pokhara University,70.0,29.0,,,,48.0,38.0,4.0,0,41,6,0,0,0
Australia,Ashim Kansakar,Electronics and Communication,Biotechnology & Entrepreneurship,MS,cs,James Cook University,Fall-2013,5.71,10,10,Jadavpur University,86.0,22.0,,,,45.0,38.0,4.0,0,42,6,0,1,1
Australia,Kabita Yogi,Computer Science,AI,MS,Not Specified,Bond University,Fall-2013,9.32,10,10,Purbanchal University,93.0,21.0,,,,,38.0,4.0,0,55,9,0,0,0
Australia,Namrata Yogi,Mechanical Engineering,Signal Processing.VLSI Control System and Computer network,MS,Information and Communication Technology,La Trobe University,Fall-2014,8.01,10,10,Pokhara University,,,,,,,,5.0,0,31,9,0,0,1
