destination_country,userName,major,specialization,program,department,univName,termAndYear,cgpa,cgpaScale,topperCgpa,ugCollege,toeflScore,toeflEssay,greV,greQ,greA,gmatQ,gmatV,gmatA,researchExp,industryExp,internExp,journalPubs,confPubs,admit
Germany,Pooja Bohara,Computer Science,Automotive,MS,Electronics,University of Stuttgart,Fall-2014,1.8200000000000005,10,10,Bangalore University,,,,,,,,4.0,0,5,0,0,2,0
Germany,Nikhil Sunuwar,Computer Science,Manufacturing Engineering,MS,eee,University of Tübingen,Fall-2015,1.6999999999999993,10,10,Nepal Open University,96.0,19.0,,,,40.0,35.0,5.0,0,8,2,0,0,0
Germany,Shailesh Ali,Mechanical Engineering,Programming Languages Database,MS,IT,University of Leipzig,Fall-2007,1.2599999999999998,10,10,Manmohan Technical University,,,,,,,,4.0,1,37,3,0,1,0
Germany,Shailesh Luintel,software engineering,Embedded,MS,Computer,University of Göttingen,Fall-2011,1.9600000000000009,10,10,Gandaki University,,,,,,45.0,38.0,,2,48,1,0,1,0
Germany,Nabin Kunwar,Mechanical Engineering,Security Parallel Computing Distributed Systems,MS,ECE,TU Berlin,Fall-2015,1.5600000000000005,10,10,Rajarshi Janak University,,,,,,45.0,38.0,,1,10,6,0,0,0
Germany,Shila Bista,MIS/MS CS,DWH/BI/DM/DA,MS,ECE,TU Berlin,Fall-2015,1.2200000000000006,10,10,Tribhuvan University,,,,,,,42.0,4.5,2,50,10,0,0,0
Germany,Yamuna Rijal,Computer Science,CS,MS,Electronics Engineering,University of Mannheim,Fall-2011,1.92,10,10,Jadavpur University,,,,,,48.0,35.0,5.0,1,16,5,0,1,0
Germany,Mohan Hussain,Electronics & Communication,VLSI Microelectronics,MS,EEE,Technical University of Munich,Fall-2013,1.7599999999999998,10,10,Rajarshi Janak University,,,,,,,,4.0,0,14,2,0,0,0
Germany,Hemant Sapkota,Mechanical Engineering,Structural Engineering,MS,Information Technology,LMU Munich,Fall-2012,1.0,10,10,Manmohan Technical University,,,,,,45.0,38.0,5.0,0,21,0,0,1,0
Germany,Narayan Kafle,Computer Engineering,VLSI,MS,Computer Science,University of Bonn,Fall-2013,1.3599999999999994,10,10,Manmohan Technical University,79.0,21.0,,,,40.0,,5.0,0,29,6,0,0,0
Germany,Ashim Majhi,Electrical & Computer Engineering,Manufacturing and Operations Research,MS,Electronics & Telecommunication,University of Jena,Fall-2014,1.5600000000000005,10,10,Kathmandu University,,,,,,,,4.5,0,26,4,0,1,0
Germany,Karishma Choudhury,MIS,Computer Networks,MS,Computer Engineering,TU Berlin,Fall-2011,1.9800000000000004,10,10,Delhi University,,,,,,45.0,,5.0,2,49,1,0,0,1
Germany,Binita Upreti,Computer Science,Management of drug development,MS,ELECTRONICS & COMMUNICATION ENGG,University of Hamburg,Fall-2015,1.1999999999999993,10,10,Tribhuvan University,83.0,20.0,,,,45.0,42.0,4.0,1,32,7,0,0,0
Germany,Manju Roy,Computer Science,Networking,MS,CSE,Free University of Berlin,Spring-2014,1.8599999999999997,10,10,Purbanchal University,84.0,23.0,,,,48.0,35.0,4.0,1,55,10,1,0,0
Germany,Smriti Shrestha,Biomedical Engineering,Systems,MS,Information Science,University of Cologne,Fall-2011,1.34,10,10,Calcutta University,,,,,,48.0,42.0,4.0,0,44,10,0,0,0
Germany,Dipak Miandad,Chemical Engineering,design,MS,Computer Science and engineering,University of Tübingen,Fall-2015,1.5199999999999996,10,10,Purbanchal University,,,,,,48.0,,,0,20,5,1,0,1
Germany,Gagan Basnet,Computer Science,VLSI,MS,CSE,University of Bonn,Fall-2011,1.0399999999999991,10,10,Delhi University,,,,,,40.0,,5.0,0,37,11,0,0,0
Germany,Shubham Ojha,Computer Science,Communication,MS,Computer science and engineering,Humboldt University of Berlin,Fall-2013,1.2200000000000006,10,10,Anna University,71.0,26.0,,,,40.0,38.0,4.0,0,49,8,0,0,0
Germany,Nabin Hamal,Electrical Engineering,General CS,MS,Information Technology,University of Heidelberg,Fall-2014,1.3800000000000008,10,10,Mid-Western University,,,,,,45.0,42.0,4.0,0,54,10,0,0,0
Germany,Rita Thakuri,Comp Science/Comp Networks/Comp Engg,Thermal Sciences,MS,ECE,RWTH Aachen University,Fall-2011,1.4800000000000004,10,10,Pune University,,,,,,40.0,35.0,,1,32,3,1,0,1
Germany,Rita Bohara,Electrical Engineering,WIRELESS COMMUNICATION,MS,Computer Science,LMU Munich,0,1.3200000000000005,10,10,Manmohan Technical University,97.0,18.0,,,,,42.0,,0,20,7,0,1,1
Germany,Milan Panta,(MIS / MSIM / MSIS / MSIT),Not decided,MS,ECE,Humboldt University of Berlin,Spring-2011,1.9600000000000009,10,10,Agriculture and Forestry University,100.0,23.0,,,,,38.0,4.5,1,46,8,0,0,0
Germany,Bishal Prajapati,Computer Science,Computer Networks,MS,Computer Science,University of Tübingen,Spring-2014,1.5,10,10,Jadavpur University,,,,,,45.0,35.0,4.0,0,3,4,2,0,1
Germany,Alok Shah,MIS,Materials and Mechanics,MS,IT,Free University of Berlin,Fall-2012,1.84,10,10,Pune University,,,,,,45.0,38.0,4.0,1,11,0,0,0,1
Germany,Om Choudhury,Computer Science,computer science,MS,Mechanical Engineering,Technical University of Munich,Fall-2014,1.0999999999999996,10,10,Mid-Western University,,,150.0,160.0,3.1,45.0,35.0,,0,40,2,0,1,0
Germany,Deepa Ghale,Electrical and Computer Engineering,SCM,MS,Electronics and Comm,University of Mannheim,Spring-2015,1.0999999999999996,10,10,Osmania University,93.0,23.0,,,,,,,0,40,0,0,0,0
Germany,Sagar Lamichhane,CS / MIS,Artificial Intelligence,MS,Computers,University of Göttingen,Fall-2014,2.0,10,10,Rajarshi Janak University,92.0,24.0,,,,45.0,42.0,4.0,0,47,7,0,1,1
Germany,Lokesh Ali,Electrical Engineering,Networking & IO,MS,Not Specified,University of Cologne,Fall-2014,1.0199999999999996,10,10,Rajarshi Janak University,114.0,18.0,,,,45.0,38.0,4.5,1,0,3,1,1,0
Germany,Maya Koirala,software engineering,Mechatronics,MS,CSE,University of Bonn,Fall-2012,1.5,10,10,Agriculture and Forestry University,,,146.0,157.0,3.7,,35.0,4.5,0,55,1,0,0,1
Germany,Deepa Chakraborty,Electrical Engg/ comp engg,Artifical Intelligence,MS,Information Technology,University of Bonn,Fall-2012,1.9600000000000009,10,10,Lumbini Buddhist University,,,,,,48.0,,5.0,0,55,9,0,0,0
Germany,Karishma Dangi,MIS,Telecommunications VLSI,MS,Computer Science,University of Jena,Fall-2015,1.42,10,10,Mumbai University,,,,,,48.0,38.0,5.0,0,28,8,0,0,1
Germany,Monika Mehta,Computer Engineering / Computer Networking / Computer Science,Signals/VLSI,MS,EEE,Karlsruhe Institute of Technology,Fall-2014,2.0,10,10,Mid-Western University,112.0,28.0,,,,45.0,35.0,4.0,0,28,3,0,0,0
Germany,Kriti Sigdel,Computer Science,Distributed Systems,MS,Electronics,University of Bremen,Fall-2012,1.7599999999999998,10,10,Lumbini Buddhist University,,,,,,40.0,42.0,,0,31,1,0,0,1
Germany,Milan Lama,Computer Science,Systems,MS,Infortmation Technology,University of Hamburg,Fall-2013,1.6999999999999993,10,10,Anna University,,,,,,45.0,42.0,4.0,1,10,0,0,0,0
Germany,Roshan Acharya,Electronics and Communication,Software engineering,MS,Biomedical Engineering,Karlsruhe Institute of Technology,Fall-2012,1.9000000000000004,10,10,Lumbini Buddhist University,,,,,,40.0,38.0,4.5,0,18,1,0,0,0
Germany,Gita Suwal,Computer Science,Networks,MS,CS,University of Leipzig,Fall,1.08,10,10,Mid-Western University,80.0,22.0,,,,45.0,,4.5,0,16,4,0,0,1
Germany,Sabina Kushwaha,Computer Science,VLSI / Computer Architecture,MS,B.Com,University of Hamburg,Fall-2014,1.4399999999999995,10,10,Pokhara University,,,,,,45.0,,5.0,0,32,7,1,1,1
Germany,Priyanka Danuwar,Computer Science,env economics and management,MS,Production,University of Tübingen,Fall-2012,2.0,10,10,Pokhara University,80.0,29.0,,,,48.0,38.0,5.0,0,18,3,0,2,1
Germany,Dipika Siddiqui,Computer Science,power device,MS,cse,Free University of Berlin,Fall,1.0,10,10,Gandaki University,70.0,23.0,,,,,42.0,4.5,0,6,10,0,0,0
Germany,Shila Gupta,Information Science,Control Systems and Robotics,MS,ME,TU Berlin,Fall-2007,1.0199999999999996,10,10,Tribhuvan University,,,153.0,156.0,3.4,40.0,38.0,5.0,0,50,7,0,1,1
Germany,Kalpana Chepang,microelectronics,Information Systems/CS,MS,Information technology,University of Cologne,Fall-2011,1.0399999999999991,10,10,Pokhara University,,,,,,40.0,38.0,5.0,0,20,4,0,0,1
Germany,Ishwor Das,Information Systems,Database Systems,MS,Computer Science,University of Bonn,Fall-2012,1.9399999999999995,10,10,Kathmandu University,,,,,,,42.0,,0,46,3,0,0,1
Germany,Yubaraj Mainali,Wireless communications,Networks,MS,Not Specified,University of Tübingen,Fall-2012,1.0199999999999996,10,10,Mid-Western University,88.0,26.0,,,,48.0,42.0,4.5,0,7,10,0,1,0
Germany,Archana Mijar,Computer Science,VLSI,MS,Computer Science,University of Cologne,Fall-2011,1.5999999999999996,10,10,Delhi University,,,,,,,,4.5,1,39,11,2,0,0
Germany,Karishma Prajapati,Telecom management,Compiler Otimization,MS,Electronics & Telecommunication,University of Ulm,Fall-2014,1.4399999999999995,10,10,Pokhara University,114.0,21.0,,,,45.0,35.0,5.0,0,22,7,0,0,0
Germany,Sarita Pandit,Electrical & Computer Engineering,Graphics/Game Development,MS,Computer Science and Engineering,University of Cologne,Fall-2012,1.0999999999999996,10,10,Pokhara University,,,,,,,,5.0,1,6,5,0,1,1
Germany,Luna Podar,Industrial Engineering,Telecommunication,MS,mechanical,University of Jena,Fall-2011,1.3000000000000007,10,10,Far-Western University,,,,,,48.0,35.0,4.5,1,10,10,0,0,0
Germany,Amit Kandel,Management Information System,algorithms,MS,Mechanical,Technical University of Munich,Fall-2012,1.84,10,10,Osmania University,71.0,22.0,,,,48.0,42.0,5.0,0,8,9,0,1,1
Germany,Ishani Maharjan,MIS,Embedded Systems/VLSI,MS,Mechanical Engineering,University of Cologne,Fall-2013,1.0199999999999996,10,10,Purbanchal University,,,,,,,,,2,45,1,0,0,0
Germany,Jyoti Tharu,Electronics and Communication,MIS,MS,Mechanical,University of Bremen,Fall-2011,1.4000000000000004,10,10,Calcutta University,,,,,,48.0,38.0,4.0,0,28,6,0,0,0
Germany,Aasha Jha,Computer Engineering / Computer Networking / Computer Science,Programming languages & compilers,MS,Computer Science and Engineering,University of Bonn,Fall-2011,1.4800000000000004,10,10,Nepal Open University,,,,,,48.0,38.0,4.0,0,46,9,1,0,1
Germany,Barsha Giri,Electrical Engineering,Communication DSP,MS,Mechanical Engineering,LMU Munich,Spring-2011,1.1799999999999995,10,10,Rajarshi Janak University,,,,,,48.0,42.0,4.0,1,37,9,0,0,0
Germany,Prakash Pandit,Computer Science,Microfluidics/Nanofluidics,MS,Mechanical,University of Cologne,Fall-2014,1.5199999999999996,10,10,Bangalore University,90.0,19.0,,,,45.0,35.0,,0,13,1,0,0,0
Germany,Sabina Chaurasiya,Aerospace Engineering,Manufacturing,MS,COMPUTER,Technical University of Munich,Fall-2007,1.3800000000000008,10,10,Tribhuvan University,,,,,,48.0,42.0,,2,28,10,0,0,1
Germany,Anish Dahal,Business Analytics,Energy Materials and nanotechnology,MS,Computer Engineering,University of Göttingen,Fall-2011,1.9600000000000009,10,10,Bangalore University,,,,,,,38.0,5.0,1,44,10,0,0,0
Germany,Anita Musahar,Aerospace Engineering,Database networking Technologies Bluetooth,MS,CSE,University of Heidelberg,Fall-2012,1.7799999999999994,10,10,Bangalore University,89.0,22.0,,,,,38.0,4.0,1,48,0,0,0,0
Germany,Shubham Pandit,Computer Science,Business Intelligence,MS,Computer Engineering,RWTH Aachen University,Fall-2014,1.0999999999999996,10,10,Mid-Western University,,,,,,40.0,42.0,4.0,0,29,6,0,0,0
Germany,Laxmi Kewat,Computer Science,VLSI,MS,MECHANICAL ENGINEEIRNG,University of Heidelberg,Fall-2011,1.7799999999999994,10,10,Mid-Western University,,,,,,45.0,,4.0,0,12,1,0,0,0
Germany,Sunita Lohani,Electronics and Communication,Embedded Systems/Computer Architecture,MS,MIS,Humboldt University of Berlin,Fall,1.7200000000000006,10,10,Tribhuvan University,,,,,,45.0,38.0,4.0,0,44,8,0,0,0
Germany,Kavita Sarki,Computer Engineering,VLSI,MS,Mechanical,University of Bonn,Fall-2015,1.4600000000000009,10,10,Osmania University,,,,,,48.0,35.0,5.0,0,4,4,0,2,0
Germany,Kamal Shah,MIS,Design and Manufacturing,MS,IT,University of Leipzig,Fall-2015,1.2400000000000002,10,10,Manmohan Technical University,89.0,18.0,,,,48.0,38.0,4.5,0,6,0,0,0,0
Germany,Shankar Hamal,Computer Science,Networks and System Administration,MS,Electronics and Telecommunication,University of Göttingen,Fall-2014,1.4800000000000004,10,10,Rajarshi Janak University,106.0,25.0,,,,48.0,,4.0,0,20,9,0,0,0
Germany,Manju Majhi,Information Systems,SCM,MS,Computer Engineering,University of Bonn,Fall-2013,1.8200000000000005,10,10,Gandaki University,,,,,,45.0,42.0,,1,6,7,0,0,0
Germany,Manju Keshari,Computer Science,aerodynamics,MS,ECE,RWTH Aachen University,Fall-2014,1.34,10,10,Nepal Open University,,,,,,,,,0,2,3,0,0,1
Germany,Prabin Chalise,Computer Science,Communication/Embedded/Networking,MS,ee,University of Heidelberg,Fall-2007,1.9399999999999995,10,10,Mumbai University,94.0,22.0,,,,,38.0,,1,51,0,0,0,1
Germany,Suresh Kayastha,Computer Engineering,Artificial Intelligence,MS,Comps,University of Freiburg,Fall-2014,1.34,10,10,Mumbai University,,,,,,,,5.0,0,56,4,0,0,0
Germany,Priyanka Teli,Electrical & Computer Engg/MIS/Industrial/Systems Engg,Design/Robotics and Controls,MS,Electronics,University of Mannheim,Fall-2013,1.5600000000000005,10,10,Agriculture and Forestry University,78.0,22.0,,,,45.0,42.0,5.0,0,1,2,0,0,0
Germany,Namrata Bind,Computer Science,VLSI DSP,MS,Electrical and Electronics,Free University of Berlin,Fall-2013,1.08,10,10,Rajarshi Janak University,,,,,,48.0,35.0,4.5,0,56,10,0,1,1
Germany,Gagan Pahari,Electrical Engineering,SCM/OR,MS,Not Specified,University of Hamburg,Fall-2015,1.08,10,10,Pokhara University,79.0,24.0,,,,,,,0,55,2,0,0,0
Germany,Rita Mijar,Electrical Engineering,VLSI,MS,Electronics Engineering,University of Stuttgart,Fall-2012,1.5,10,10,Pune University,,,,,,40.0,35.0,,1,25,11,0,0,0
Germany,Rajeev Mahara,Computer Science,Software Engineering,MS,Not Specified,University of Hamburg,Fall-2011,1.2400000000000002,10,10,Pune University,,,,,,45.0,42.0,4.0,0,16,5,1,0,0
Germany,Kamal Acharya,CS / MSIS / ITM,Operating Systems,MS,Computer Science,Technical University of Munich,Fall-2006,1.34,10,10,Lumbini Buddhist University,,,,,,40.0,,5.0,1,14,6,0,1,1
Germany,Kalpana Duwal,Computer Science,Parallel Computing,MS,Electronics and Communication,University of Ulm,Fall-2014,1.1199999999999992,10,10,Anna University,84.0,21.0,,,,,35.0,4.0,1,6,5,0,0,0
Germany,Luna Kewat,Mechanical Engineering,Embedded Systems,MS,Mechanical,University of Freiburg,Fall-2011,1.2799999999999994,10,10,Osmania University,,,,,,40.0,,4.0,0,21,8,1,0,0
Germany,Kamal Yadav,Computer Science,Computer Networking,MS,Computers,University of Cologne,Fall-2011,1.34,10,10,Rajarshi Janak University,,,,,,40.0,35.0,4.5,1,3,7,0,1,0
Germany,Sangita Joshi,Computer Science,Networking,MS,Biotechnology,Karlsruhe Institute of Technology,Fall-2011,1.0600000000000005,10,10,Purbanchal University,,,,,,40.0,38.0,4.0,2,31,9,0,0,0
Germany,Gagan Panta,Electronics and Communication,Security,MS,Elctrical Engineering,Humboldt University of Berlin,Fall-2012,1.1799999999999995,10,10,Mumbai University,93.0,27.0,162.0,147.0,3.2,45.0,38.0,5.0,0,21,2,0,0,0
Germany,Rajesh Singh,Telecommunication,Wireless Communications,MS,Electronics and Telecommunication Engineering,University of Leipzig,Fall-2012,1.7200000000000006,10,10,Tribhuvan University,,,,,,,,5.0,0,39,5,0,0,1
Germany,Pradeep Koirala,Electrical Engineering,Nanotechnology,MS,Food Tech,University of Jena,Spring-2013,1.9800000000000004,10,10,Calcutta University,,,,,,48.0,35.0,4.0,0,18,10,0,0,1
Germany,Binod Roy,Computer Science,CS,MS,ECE,Karlsruhe Institute of Technology,Fall-2013,1.2599999999999998,10,10,Tribhuvan University,,,,,,,42.0,,0,32,10,1,0,0
Germany,Yashoda Yogi,Electrical Engineering,Tribology / Fluid Mechanics-Machinery,MS,Mechanical Engineering,Humboldt University of Berlin,Fall-2013,1.84,10,10,Far-Western University,,,,,,40.0,,,0,19,9,0,2,0
Germany,Aditya Rai,Computer Science,Fluid dynamics,MS,Computer Science,Karlsruhe Institute of Technology,Fall-2015,1.92,10,10,Pune University,,,,,,45.0,38.0,,0,12,10,0,1,0
Germany,Upendra Koirala,Computer Engineering/Comp Science,power systems,MS,Electrical Engineering,University of Bonn,Fall-2012,1.2799999999999994,10,10,Tribhuvan University,,,,,,40.0,35.0,4.0,0,53,8,1,1,0
Germany,Aarav Sarki,Computer Engineering / Computer Networking / Computer Science,Database Systems,MS,Mechanical,University of Cologne,Fall-2015,1.92,10,10,Far-Western University,,,,,,,42.0,5.0,1,17,2,0,0,0
Germany,Pankaj Begum,Civil Engineering,Computer Architecture and Digital System Design (Embedded),MS,Computer Science,University of Hamburg,Fall-2012,1.3800000000000008,10,10,Pokhara University,,,,,,40.0,38.0,5.0,1,27,5,0,0,0
Germany,Upendra Keshari,MEM,CA/VLSI/ES,MS,Computer Engineering,Humboldt University of Berlin,Fall-2013,1.8000000000000007,10,10,Far-Western University,77.0,25.0,,,,48.0,35.0,5.0,1,53,10,0,0,1
Germany,Ankit Timilsina,Computer Science,Computer and Network Security,MS,Computer Science & Engg,University of Bonn,Fall-2015,1.3800000000000008,10,10,Far-Western University,,,,,,,35.0,4.0,0,14,11,0,0,0
Germany,Hemant Bista,Engineering Management,Power Systems,MS,Computer Science,University of Stuttgart,Fall-2012,1.7200000000000006,10,10,Gandaki University,,,,,,48.0,38.0,4.0,1,44,5,0,0,0
Germany,Ankit Adhikari,(MIS / MSIM / MSIS / MSIT),SCM OR,PhD,BTECH/CSE,RWTH Aachen University,Fall-2015,1.0600000000000005,10,10,Tribhuvan University,97.0,21.0,,,,40.0,38.0,4.0,0,2,8,0,1,1
Germany,Bishal Maskey,Mechanical Engineering,Software Development,MS,Computer Science,Karlsruhe Institute of Technology,Fall-2014,1.84,10,10,Mid-Western University,72.0,29.0,,,,45.0,,5.0,0,1,1,0,0,0
Germany,Saraswati Mehta,Computer Science,Signal Processing,MS,Mechanical Engineering,University of Tübingen,Fall-2011,1.2400000000000002,10,10,Jadavpur University,114.0,19.0,143.0,146.0,2.8,,35.0,4.0,1,13,3,0,0,0
Germany,Sharmila Pathak,Information Security,communication,MS,Not Specified,University of Ulm,Fall-2016,1.5999999999999996,10,10,Pokhara University,99.0,27.0,,,,,42.0,,1,23,9,0,0,0
Germany,Prashant Pahari,Aerospace Engineering,AI / Robotics,MS,Computer Engineering,University of Stuttgart,Fall-2012,1.9399999999999995,10,10,Manmohan Technical University,106.0,29.0,,,,40.0,42.0,4.5,0,46,8,1,0,1
Germany,Saurav Dangi,Computer Science,Propulsion or Aerodynamics,MS,Electronics and Communication,University of Leipzig,Fall-2013,1.6400000000000006,10,10,Lumbini Buddhist University,,,,,,45.0,38.0,,0,2,0,1,0,0
Germany,Bina Ghale,Computer Engineering,VLSI / Digital SIgnal Processing/ Embedded Systems,MS,EEE,LMU Munich,Fall,1.5600000000000005,10,10,Far-Western University,,,,,,40.0,,4.0,0,58,3,0,0,0
Germany,Amit Mehta,Electrical and Computer Engineering,software engeneering,MS,Mechanical,Karlsruhe Institute of Technology,Fall-2012,1.9800000000000004,10,10,Calcutta University,105.0,21.0,,,,48.0,35.0,,0,31,10,0,0,1
Germany,Ravi Magar,MIS,Undecided,MS,Mechanical Engineering,Technical University of Munich,Spring-2013,1.4399999999999995,10,10,Mid-Western University,,,,,,40.0,35.0,4.5,0,45,0,0,0,0
Germany,Kamal Ghimire,Industrial Engineering,IE/Supply Chain Management,MS,Mathematics & Mechanical,University of Tübingen,Fall-2015,1.1199999999999992,10,10,Purbanchal University,,,,,,,38.0,,1,39,6,0,0,0
Germany,Prerana Ali,Biotechnology,Electrical&Electronics; / Telecommunications,MS,ece,University of Tübingen,Fall-2015,1.5600000000000005,10,10,Mid-Western University,79.0,23.0,,,,,38.0,5.0,1,31,6,1,0,1
Germany,Anita Magar,Aerospace Engineering,Systems,MS,Not Specified,Karlsruhe Institute of Technology,Fall-2014,1.3599999999999994,10,10,Purbanchal University,89.0,29.0,,,,,,,0,41,3,0,0,0
Germany,Kiran Regmi,Computer Science,Systems Networks Database,MS,Electronics and Communication,University of Mannheim,Fall-2012,1.3000000000000007,10,10,Lumbini Buddhist University,,,,,,45.0,38.0,4.5,0,15,6,0,0,0
Germany,Prabin Ali,Computer Science,general MS in CS as of now,MS,Electronics and Telecommunication,University of Mannheim,Spring-2015,1.9399999999999995,10,10,Agriculture and Forestry University,,,,,,,35.0,4.0,0,0,11,0,0,1
Germany,Rupsha Siddiqui,Computer Science,AI/ Computer vision,MS,Computer Science,University of Bremen,Fall-2014,1.3599999999999994,10,10,Gandaki University,,,,,,45.0,,5.0,0,35,1,0,0,0
Germany,Aditya Pathak,Computer Science,Database processing and networking,MS,IT,University of Heidelberg,Fall-2014,1.1799999999999995,10,10,Tribhuvan University,84.0,22.0,,,,45.0,42.0,4.5,1,19,11,1,0,0
Germany,Elina Singh,Mechanical Engineering,Wireless/signal processing,MS,ECE,University of Leipzig,Fall-2014,1.8000000000000007,10,10,Rajarshi Janak University,,,,,,45.0,,5.0,0,24,2,1,2,1
Germany,Rajendra Sharma,Electrical & Computer Engineering,CSE,Both MS and PhD,EIE,RWTH Aachen University,Fall-2014,1.2599999999999998,10,10,Tribhuvan University,,,,,,45.0,,,0,9,4,1,0,0
Germany,Deepak Joshi,Computer Science,Distributed Systems / High-Performance Computing,MS,Computers,Free University of Berlin,Fall-2015,1.6999999999999993,10,10,Lumbini Buddhist University,108.0,22.0,,,,,35.0,4.5,0,42,1,0,1,0
Germany,Rajeev Rajbanshi,Computer Engineering,Structural Engineering,MS,Electronics and Communication,University of Stuttgart,Fall-2014,1.0199999999999996,10,10,Gandaki University,,,,,,48.0,,,0,37,9,0,0,1
Germany,Sagar Bastola,Computer Science,Software Engineering,MS,ECE,University of Stuttgart,Fall-2015,1.4000000000000004,10,10,Gandaki University,,,,,,45.0,42.0,,1,26,9,0,1,0
Germany,Radha Baniya,MIS,DB/Data Mining,MS,Computer Science,University of Göttingen,Fall-2012,1.5,10,10,Mid-Western University,86.0,22.0,,,,45.0,35.0,4.5,0,7,1,0,1,0
Germany,Sandeep Regmi,Computer Science,AI,MS,INFORMATION TECHNOLOGY,University of Tübingen,Fall-2015,1.4399999999999995,10,10,Kathmandu University,,,,,,,,4.0,0,11,4,0,0,0
Germany,Jyoti Hayu,Computer Science,Signal Processing,MS,Eleectronics and Communication,Humboldt University of Berlin,Fall-2014,1.4399999999999995,10,10,Mid-Western University,,,,,,45.0,38.0,4.5,1,37,5,1,1,0
Germany,Santosh Agarwal,Mechanical Engineering,AI,MS,ICE,TU Berlin,Fall-2012,1.4399999999999995,10,10,Nepal Open University,105.0,19.0,,,,40.0,38.0,,4,57,3,0,0,0
Germany,Gaurav Hussain,Computer Science,Wireless networks,MS,Not Specified,University of Freiburg,Spring-2012,1.5,10,10,Lumbini Buddhist University,,,,,,40.0,35.0,5.0,0,43,5,0,1,1
Germany,Zeenat Ghimire,Electronics and Communication,Signal and Image Processing,MS,Computer Engineering,University of Stuttgart,Fall-2013,1.8800000000000008,10,10,Calcutta University,109.0,21.0,,,,48.0,38.0,5.0,1,15,11,0,1,0
Germany,Anita Sah,software engineering,Embedded Systems,MS,Computer Science,University of Cologne,Fall-2012,1.6799999999999995,10,10,Pokhara University,110.0,20.0,,,,,35.0,5.0,1,8,7,1,0,0
Germany,Madan Shakya,Computer Science,power engineering,MS,CSE,University of Tübingen,Fall-2011,1.6999999999999993,10,10,Mid-Western University,,,,,,40.0,,,0,45,8,1,1,0
