destination_country,userName,major,specialization,program,department,univName,termAndYear,cgpa,cgpaScale,topperCgpa,ugCollege,toeflScore,toeflEssay,greV,greQ,greA,gmatQ,gmatV,gmatA,researchExp,industryExp,internExp,journalPubs,confPubs,admit
USA,Isha Sunuwar,Computer Science,comp engg,MS,Information Technology,Penn State University,Fall-2013,5.71,10,10,Gandaki University,82.0,26.0,,,,48.0,,4.5,0,7,5,0,0,1
USA,Sharmila Musahar,Computer Science,Data Warehousing,MS,Mechanical,Cornell University,Fall-2013,8.37,10,10,Gandaki University,71.0,24.0,162.0,158.0,4.8,,,4.5,0,8,5,0,0,0
USA,Sushila Mukherjee,Computer Science,Computer architecture,MS,IT,MIT,Fall-2012,8.62,10,10,Mid-Western University,100.0,21.0,,,,40.0,42.0,4.0,0,29,6,0,0,0
USA,Samjhana Lama,MIS,Business Intelligence,MS,EIE,University of Texas at Austin,Spring-2015,6.49,10,10,Mid-Western University,97.0,20.0,142.0,147.0,3.0,,38.0,,0,15,8,0,0,0
USA,Barsha Majhi,Computer Science,DSP Image processing Robotics,MS,Computer Science,Princeton University,Fall-2014,8.33,10,10,Pune University,77.0,18.0,162.0,167.0,4.8,40.0,35.0,4.0,0,39,3,0,0,0
USA,Krishna Pathak,Computer Science,Game DEvelopment,MS,Electrical Engineering,Stanford University,Fall-2014,7.01,10,10,Mid-Western University,73.0,26.0,,,,40.0,38.0,4.5,1,29,2,1,1,0
USA,Milan Lamichhane,Computer Engineering,power systems,MS,Computer science,Purdue University,Fall-2012,7.84,10,10,Agriculture and Forestry University,75.0,21.0,142.0,166.0,2.5,45.0,,4.5,1,43,8,0,0,0
USA,Rajan Upreti,renewable energy,VLSI,MS,Computer Science,Penn State University,Fall-2011,8.75,10,10,Manmohan Technical University,71.0,22.0,163.0,168.0,2.7,,,4.0,1,25,8,0,0,1
USA,Tara Sahani,Computer Science,Computational fluid dynamics/ Computational science in engineering,MS,Computer Science and Engineering,NYU,Fall-2012,8.66,10,10,Mid-Western University,73.0,24.0,153.0,145.0,4.0,45.0,35.0,5.0,0,38,2,0,0,0
USA,Govinda Siddiqui,Electrical Engineering,Communication / Embedded Systems,MS,Mechanical Engineering,Yale University,Fall-2015,5.58,10,10,Tribhuvan University,95.0,25.0,,,,40.0,,5.0,0,12,1,1,1,0
USA,Shubham Pandit,Mechanical Engineering,I.T,MS,EE,Penn State University,Fall-2011,8.66,10,10,Far-Western University,,,165.0,158.0,2.7,45.0,38.0,5.0,0,13,3,0,0,0
USA,Suraj Kayastha,Electrical Engineering,Databases Data analytics AI,MS,Mechanical,Penn State University,Fall-2015,7.81,10,10,Tribhuvan University,113.0,28.0,153.0,156.0,4.4,48.0,,5.0,0,14,6,1,1,0
USA,Deepa Baral,Computer Science,Networks,MS,CSE,Princeton University,Fall-2011,6.27,10,10,Manmohan Technical University,88.0,20.0,151.0,146.0,3.6,45.0,,4.5,0,17,11,0,0,0
USA,Akhil Yogi,Mechanical Engineering,AI,MS,Mechanical Engineering,Georgia Tech,Fall-2011,6.25,10,10,Nepal Open University,83.0,27.0,141.0,148.0,2.6,,38.0,,0,53,10,1,0,1
USA,Rakesh Dhakal,Computer Science,Networks,Both MS and PhD,CSE,University of Chicago,Fall-2011,9.32,10,10,Tribhuvan University,,,,,,48.0,42.0,,0,27,4,0,0,0
USA,Ishwor Gupta,Computer Science,power system,MS,CSE,Carnegie Mellon University,Fall-2013,9.07,10,10,Rajarshi Janak University,72.0,21.0,149.0,146.0,2.8,45.0,,5.0,0,12,8,0,0,1
USA,Deepa Malla,Chemical Engineering,Electronics and Communication,MS,Computer Engineering,University of Washington,Fall-2015,9.04,10,10,Bangalore University,85.0,22.0,159.0,164.0,3.3,45.0,,4.5,2,4,11,0,0,0
USA,Sneha Kunwar,Electrical Engineering,DBMS,MS,CS,Stanford University,Fall-2012,9.21,10,10,Pune University,74.0,21.0,153.0,165.0,3.0,48.0,35.0,5.0,0,32,6,0,0,1
USA,Alisha Lal,Computer Science,General CS,MS,Chemical Engineering,University of Washington,Fall-2013,6.41,10,10,Purbanchal University,80.0,27.0,,,,40.0,35.0,4.0,0,43,11,1,0,0
USA,Archana Upreti,Computer Engineering,VLSI System Design,MS,Mechanical,Carnegie Mellon University,Fall-2011,5.84,10,10,Kathmandu University,88.0,23.0,,,,45.0,38.0,5.0,0,24,7,1,0,0
USA,Shashank Luintel,CS / MSIS / ITM,AI/ML Data mining Information retrieval Web search engines.,MS,IT,University of Michigan,Fall-2012,7.87,10,10,Manmohan Technical University,,,162.0,154.0,2.6,40.0,38.0,5.0,0,25,6,0,0,0
USA,Jyoti Maskey,Industrial Engineering,Signal Processing,MS,Information Technology,UCLA,Fall-2011,8.18,10,10,Osmania University,94.0,20.0,,,,40.0,,4.5,0,39,6,0,0,1
USA,Sagar Giri,Computer Engineering,High Performance Computing Computer Architecture,MS,Electronics,Duke University,Spring-2012,5.72,10,10,Pokhara University,,,,,,45.0,35.0,4.0,1,50,10,0,0,0
USA,Uma Sapkota,Computer Science,Computer Vision,MS,Computer Science,Carnegie Mellon University,Spring-2013,6.91,10,10,Anna University,70.0,25.0,,,,,35.0,4.5,0,16,1,0,0,0
USA,Suresh Podar,Mechanical Engineering,Computer Networks,MS,EC,MIT,Fall-2013,7.66,10,10,Jadavpur University,87.0,28.0,143.0,162.0,4.9,45.0,38.0,,0,25,0,0,0,0
USA,Apsara Chhetri,Electronics and Communication,Thermal,MS,Electronics,Princeton University,Fall-2012,7.74,10,10,Lumbini Buddhist University,95.0,22.0,147.0,152.0,2.7,,42.0,4.5,0,33,1,0,1,0
USA,Anil Sapkota,energy,VLSI / Digital / Analog design testing,MS,Computer Science,Texas A&M University,Fall-2014,6.52,10,10,Jadavpur University,77.0,29.0,166.0,151.0,4.0,45.0,42.0,5.0,1,47,9,0,0,0
USA,Pratima Yadav,Aerospace Engineering,Supply Chain Management,MS,Mechanical Engineering,NYU,Fall-2007,6.6,10,10,Agriculture and Forestry University,112.0,27.0,,,,40.0,35.0,5.0,1,42,2,0,0,0
USA,Roshani Neupane,Computer Science,VLSI,MS,ECE,University of Chicago,Fall,9.95,10,10,Nepal Open University,102.0,22.0,,,,48.0,42.0,4.0,1,2,9,0,0,0
USA,Kavita Bhandari,Computer Science,embedded,MS,Mechanical,Columbia University,Fall-2011,7.64,10,10,Far-Western University,106.0,18.0,155.0,147.0,3.3,40.0,35.0,4.0,0,55,7,0,1,0
USA,Sunita Miandad,Computer Science,Ubiquitous Computing,MS,Computer Science,University of California Berkeley,Fall-2015,7.88,10,10,Mid-Western University,113.0,29.0,,,,45.0,,5.0,0,5,0,0,0,0
USA,Lokesh Guragain,Computer Science,Design or Dynamic Control,MS,Electronics & Intrumentation,University of California Berkeley,Fall-2014,5.99,10,10,Nepal Open University,,,162.0,160.0,3.2,45.0,,4.0,0,57,11,0,0,0
USA,Anish Sarki,Mechanical Engineering,Control Systems and Robotics,MS,computer,Princeton University,Fall-2012,8.17,10,10,Anna University,112.0,23.0,154.0,158.0,3.7,,,4.0,0,7,1,1,1,1
USA,Prerana Suwal,Computer Engineering / Computer Networking / Computer Science,Aerodynamics/Fluids,MS,Mechanical Engg,University of Chicago,Fall-2008,7.41,10,10,Tribhuvan University,,,,,,,38.0,,0,7,1,0,0,0
USA,Abhishek Dangi,Computer Engineering,Design and Manufacturing,MS,Electrical Engineering,Purdue University,Fall,7.89,10,10,Agriculture and Forestry University,87.0,26.0,141.0,159.0,4.3,,35.0,5.0,1,47,0,0,0,0
USA,Anita Mahara,Industrial Engineering,Artificial Intelligence Operating Systems,MS,Civil Engineering,Cornell University,Fall-2014,5.82,10,10,Kathmandu University,113.0,23.0,165.0,164.0,5.0,40.0,35.0,4.5,0,13,8,0,0,0
USA,Rohit Khan,Electrical Engineering,Networking,MS,Telecommunication,University of Washington,Fall-2011,7.5,10,10,Pokhara University,101.0,26.0,168.0,145.0,3.4,40.0,,,0,36,9,0,0,0
USA,Prashant Chand,Computer Science,Embedded System,MS,Civil,Harvard University,Fall-2014,8.55,10,10,Kathmandu University,111.0,22.0,162.0,163.0,4.6,45.0,,,0,25,1,0,1,0
USA,Ishwor Joshi,Bioinformatics,Embedded System,PhD,Electronics and Telecom,NYU,Fall-2012,9.94,10,10,Kathmandu University,101.0,20.0,,,,45.0,,5.0,1,0,4,1,3,0
USA,Shashank Duwal,Computer Science,General CS/Core CS,MS,Electronics and Communication,Harvard University,Fall-2015,9.93,10,10,Agriculture and Forestry University,,,160.0,145.0,4.2,40.0,38.0,4.5,1,31,6,0,0,1
USA,Shova Mukherjee,Management Information System,Communication/Embedded/Networking,MS,BTech. Biotechnology,University of Chicago,Fall-2015,8.09,10,10,Gandaki University,102.0,25.0,162.0,164.0,4.4,40.0,38.0,4.0,1,34,1,0,1,1
USA,Roshan Singh,Aerospace Engineering,VLSI,MS,Not Specified,University of Michigan,Fall-2011,7.3,10,10,Delhi University,99.0,20.0,155.0,148.0,2.8,40.0,42.0,4.0,0,38,0,0,0,0
USA,Bharat Baral,Computer Science,Embedded systems Signal Processing,MS,Electronics,University of Texas at Austin,Fall-2011,8.56,10,10,Pokhara University,100.0,19.0,144.0,147.0,4.0,,38.0,,1,40,0,0,0,1
USA,Amit Gurung,Robotics,VLSI,MS,ECE,Cornell University,Fall-2011,8.83,10,10,Gandaki University,83.0,29.0,,,,,38.0,4.0,1,48,5,0,0,1
USA,Sandeep Tamang,Computer Science,Embedded system,MS,Mechanical Engineering,Georgia Tech,Fall-2011,8.52,10,10,Kathmandu University,105.0,20.0,150.0,167.0,3.5,40.0,42.0,4.5,0,52,7,0,0,1
USA,Kriti Magar,MIS,Energy Systems Energy Materials,MS,Computer Science,University of Washington,Fall-2013,9.51,10,10,Delhi University,98.0,24.0,,,,40.0,35.0,4.5,0,36,4,1,0,0
USA,Rita Ghale,Computer Science,AI,MS,IT,Stanford University,Fall-2008,6.66,10,10,Nepal Open University,92.0,22.0,,,,48.0,35.0,,0,12,0,0,0,1
USA,Shashank Chhetri,Computer Engineering,Networks - Information Security,MS,Not Specified,Columbia University,Fall-2014,7.11,10,10,Mid-Western University,107.0,23.0,157.0,151.0,4.6,45.0,35.0,,1,25,5,0,1,0
USA,Kamal Guragain,Industrial Engineering,networking,MS,cse,Purdue University,Fall-2015,8.89,10,10,Mid-Western University,,,,,,48.0,42.0,4.5,1,41,2,0,1,0
USA,Yamuna Ansari,Computer Science,Embedded Systems,PhD,ECE,Georgia Tech,Fall-2012,9.6,10,10,Far-Western University,71.0,21.0,,,,45.0,35.0,,0,43,7,0,0,1
USA,Yashoda Sahani,Information Technology,Systems(OS Comp Arch Parallel and Distributed Computing networking) & NLP(New found love),MS,EEE,University of California Berkeley,Fall-2013,9.12,10,10,Mumbai University,93.0,29.0,152.0,166.0,4.8,45.0,,,0,43,4,0,0,0
USA,Shova Chakraborty,Computer Science,Embedded/Comp. Acrh,MS,Electronics,Columbia University,Fall-2011,6.27,10,10,Manmohan Technical University,110.0,27.0,,,,,35.0,4.5,0,21,1,0,0,0
USA,Tika Poudel,Computer Science,signal processing and communication,MS,Computer Engineering,University of Texas at Austin,Fall-2015,9.13,10,10,Pokhara University,71.0,28.0,,,,,42.0,5.0,1,12,5,0,0,0
USA,Sunil Maharjan,Computer Science,Computer Vision,MS,ECE,University of Chicago,Fall-2012,9.04,10,10,Far-Western University,113.0,25.0,159.0,158.0,2.8,,,4.0,0,47,1,1,0,1
USA,Gagan Karki,Computer Science,Power Systems,MS,ECE,Georgia Tech,Fall-2012,9.42,10,10,Mid-Western University,71.0,26.0,148.0,166.0,4.9,,,4.0,1,10,9,0,0,0
USA,Elina Thapa,Computer Science,interested in OS,MS,architecture,NYU,Fall-2011,9.08,10,10,Nepal Open University,,,,,,48.0,,4.0,2,46,11,0,0,0
USA,Karuna Sharma,Electrical Engineering,Computer networking,MS,CSE,Cornell University,Spring-2015,9.82,10,10,Mumbai University,71.0,24.0,168.0,159.0,4.8,40.0,,5.0,2,4,5,0,0,0
USA,Prakash Singh,Information technology management,Software Engineering,MS,Civil Engineering,Carnegie Mellon University,Fall-2014,9.93,10,10,Pokhara University,99.0,18.0,161.0,154.0,4.5,40.0,,4.5,0,49,2,0,0,0
USA,Gaurav Dhakal,MIS,systems,MS,Information Technology,Harvard University,Fall-2011,8.31,10,10,Nepal Open University,74.0,26.0,,,,40.0,38.0,5.0,0,23,5,0,0,0
USA,Mohan Verma,Chemical Engineering,Electrical and Electronics,MS,Computer Science and Engineering,Duke University,Fall-2014,8.17,10,10,Kathmandu University,,,151.0,147.0,3.9,45.0,35.0,5.0,0,54,8,0,0,1
USA,Rekha Kunwar,Computational Science,Signal Processing,MS,Not Specified,Princeton University,Fall-2012,8.38,10,10,Nepal Open University,88.0,22.0,,,,40.0,35.0,4.5,0,24,7,1,1,0
USA,Bharat Chhetri,MIS,Data Mining / ML / AI,MS,CS,Cornell University,Fall-2014,6.12,10,10,Pune University,83.0,28.0,152.0,149.0,4.1,,,4.0,0,26,8,0,0,0
USA,Kamal Tiwari,Electronics and Communication,Data Warehousing,MS,ELECTRICAL ENGINEERING,UCLA,Fall-2012,8.72,10,10,Nepal Open University,92.0,27.0,,,,40.0,38.0,5.0,0,29,11,0,0,0
USA,Narayan Bind,Industrial Engineering,IS,MS,E&TC;,Columbia University,Fall-2013,8.91,10,10,Delhi University,108.0,18.0,143.0,152.0,4.1,,38.0,,0,59,10,0,1,0
USA,Pooja Panta,Electrical and Computer Engineering,Embedded Electronics,MS,Information Technology,MIT,Fall-2014,5.56,10,10,Purbanchal University,73.0,18.0,154.0,159.0,3.4,48.0,42.0,4.0,1,29,3,0,0,0
USA,Ankit Modi,Computer Engineering,Communication,MS,Not Specified,Georgia Tech,Fall-2014,6.44,10,10,Kathmandu University,79.0,26.0,142.0,148.0,4.0,,42.0,,0,34,6,0,0,1
USA,Saraswati Darai,Electronics & Communication,Networks and security,MS,Information Technology,University of Texas at Austin,Fall-2012,9.33,10,10,Calcutta University,81.0,24.0,141.0,158.0,3.7,48.0,38.0,5.0,0,55,5,0,0,0
USA,Uday Khadka,Human Computer Interaction,Embedded Systems/Comp Arch,MS,Mechanical,MIT,Fall-2013,6.93,10,10,Jadavpur University,75.0,28.0,,,,48.0,42.0,5.0,0,0,11,1,0,0
USA,Nabin Raut,Computer Science,computer graphics operating systems,MS,Electrical and Electronics,Yale University,Fall-2011,6.91,10,10,Gandaki University,100.0,18.0,158.0,145.0,3.0,,38.0,5.0,1,10,2,0,0,0
USA,Sharmila Lamichhane,MIS,security,MS,Computer Science,Yale University,Fall-2013,8.29,10,10,Pune University,75.0,26.0,,,,45.0,,4.5,1,53,1,2,0,0
USA,Kalpana Mukherjee,Computer Science/ Electronics and Communication,Computer Networks,MS,Mechanical,Duke University,Fall-2013,7.51,10,10,Purbanchal University,85.0,21.0,,,,,38.0,,2,6,6,1,1,1
USA,Narayan Singh,Electrical Engineering,embedded systems,MS,Computer Science,University of Michigan,Fall-2015,9.6,10,10,Pokhara University,76.0,23.0,166.0,153.0,3.5,45.0,42.0,4.5,0,57,10,0,0,1
USA,Prabin Jaiswal,Aerospace Engineering,sap,MS,ECE,Yale University,Fall-2013,9.29,10,10,Jadavpur University,88.0,20.0,153.0,158.0,3.9,,,5.0,0,4,9,0,0,0
USA,Mukesh Kushwaha,Computer Science,Robotics,MS,Computer Science and Engineering,NYU,Fall-2015,7.6,10,10,Kathmandu University,72.0,24.0,,,,45.0,42.0,4.0,0,7,10,0,0,0
USA,Krishna Koirala,Electrical Engineering,Database,MS,biotechnology,University of Michigan,Fall-2013,8.65,10,10,Delhi University,114.0,27.0,143.0,153.0,4.7,,35.0,,0,36,3,0,0,1
USA,Gagan Sharma,Construction Management,Data analytics,MS,ECE,Texas A&M University,Fall-2015,5.66,10,10,Agriculture and Forestry University,112.0,26.0,,,,48.0,38.0,5.0,0,33,2,0,1,1
USA,Laxmi Siddiqui,Electrical Engineering,Embedded System,MS,Computer Engineering,Carnegie Mellon University,Fall-2011,6.66,10,10,Far-Western University,94.0,25.0,,,,48.0,35.0,,0,34,8,0,0,0
USA,Rachana Modi,MIS,Power Electronics,MS,Electronics and Communication,Harvard University,Fall-2013,7.39,10,10,Rajarshi Janak University,78.0,22.0,,,,40.0,38.0,4.0,0,15,5,0,0,0
USA,Tara Kattel,Industrial Engineering,MIS,MS,Electrical Engineering,Texas A&M University,Fall-2013,6.81,10,10,Pokhara University,107.0,23.0,,,,45.0,,5.0,0,52,3,1,1,0
USA,Sabina Lama,Telecommunication,Systems Engineering,MS,Mechanical engineering,Yale University,Fall-2011,7.15,10,10,Tribhuvan University,76.0,19.0,164.0,159.0,4.9,40.0,35.0,,1,45,2,0,0,0
USA,Roshani Giri,MIS,Signal Processing,MS,electronics,Texas A&M University,Fall-2013,8.56,10,10,Calcutta University,96.0,18.0,145.0,161.0,4.7,45.0,42.0,5.0,0,14,6,0,0,0
USA,Govinda Bista,MIS,DBMS O.S.,MS,ECE,Princeton University,Fall-2011,7.86,10,10,Far-Western University,105.0,27.0,163.0,166.0,4.7,48.0,35.0,4.5,1,46,1,0,0,1
USA,Umesh Verma,Computer Engineering,Networks,MS,CSE,NYU,Spring-2016,9.83,10,10,Gandaki University,96.0,24.0,,,,40.0,,,0,4,7,0,0,0
USA,Alok Yogi,Computer Science,Computer Networking,MS,EXTC,Cornell University,Fall-2006,6.74,10,10,Lumbini Buddhist University,111.0,18.0,146.0,146.0,3.5,,,4.5,0,21,0,0,0,0
USA,Binita Tiwari,Information Systems,Industrial Engineering,MS,Electronics and Telecomm.,Princeton University,Fall-2013,6.36,10,10,Mid-Western University,90.0,26.0,162.0,162.0,3.5,45.0,,4.0,0,12,2,0,0,0
USA,Prakash Ansari,Comp Science/Comp Networks/Comp Engg,Analytics,MS/PhD,EEE,Duke University,Fall-2013,8.36,10,10,Mumbai University,86.0,29.0,162.0,150.0,4.7,40.0,35.0,,0,49,5,0,0,1
USA,Bikash Tiwari,MIS,Environmental Engineering,MS,Mechanical Engineering,MIT,Fall-2013,8.08,10,10,Pokhara University,82.0,24.0,,,,40.0,,,0,6,7,0,0,1
USA,Rahul Yadav,Computer Science,Wireless/Mobile Communications,MS/PhD,CSE,Yale University,Fall-2012,6.13,10,10,Purbanchal University,114.0,27.0,146.0,158.0,4.9,45.0,38.0,4.5,0,16,4,0,0,0
USA,Gita Guragain,Computer Engineering,Artificial Intelligence,MS/PhD,Computer Science,NYU,Fall-2012,7.62,10,10,Purbanchal University,85.0,19.0,,,,,42.0,4.0,0,9,4,0,0,1
USA,Tripti Tiwari,Electronics and Communication,Design Mfg or CFD,MS,Instrumentation,University of Texas at Austin,Fall-2011,6.36,10,10,Purbanchal University,92.0,25.0,155.0,148.0,3.9,48.0,38.0,5.0,0,59,3,0,0,1
USA,Nikhil Hussain,Electrical Engg/ comp engg,powert electronics,MS,IT,MIT,Fall-2015,9.47,10,10,Delhi University,107.0,20.0,167.0,162.0,4.7,40.0,35.0,,0,9,6,0,1,0
USA,Zeenat Jirel,Information Management,Embedded Systems,MS,Mechanical,Penn State University,Fall-2012,7.21,10,10,Kathmandu University,97.0,19.0,,,,,35.0,4.5,0,55,11,0,0,1
USA,Rahul Lal,Computer Science,Distributed Computing,MS,Computer Engineering,Stanford University,Fall-2014,9.33,10,10,Tribhuvan University,,,169.0,164.0,4.7,40.0,42.0,4.5,0,29,4,0,1,0
USA,Aditya Upadhyay,Computer Science,VLSI,MS,Computer Science,University of Michigan,Fall-2012,8.16,10,10,Gandaki University,,,160.0,147.0,4.2,,42.0,5.0,0,26,11,1,0,0
USA,Rahul Adhikari,Computer Science,General,MS,Electrical and Electronics,Purdue University,Spring-2012,7.98,10,10,Delhi University,109.0,29.0,,,,48.0,38.0,4.0,0,49,5,0,0,0
USA,Sangita Dahal,Electrical & Computer Engg/MIS/Industrial/Systems Engg,Embedded Systems,MS,Electronics,University of Michigan,Fall-2014,9.15,10,10,Pokhara University,104.0,21.0,,,,45.0,38.0,4.5,0,42,5,0,0,1
USA,Kabita Bhandari,MIS,Mobile Computing/ Systems,MS,EEE,NYU,Fall-2006,7.07,10,10,Agriculture and Forestry University,102.0,29.0,143.0,166.0,4.7,48.0,42.0,4.5,0,54,8,0,0,1
USA,Nabin Shah,Computer Science,mechatronics and robotics,MS,Computer Science and Engineering,Duke University,Fall-2013,9.74,10,10,Pune University,90.0,23.0,,,,40.0,42.0,4.5,0,42,4,0,0,1
USA,Binod Budhathoki,Computer Science,DESIGN AND OPTIMIZATION,MS,Computer Science,Penn State University,Fall-2012,7.63,10,10,Kathmandu University,97.0,21.0,144.0,152.0,3.5,45.0,38.0,5.0,0,46,10,0,1,1
USA,Binita Dangi,Chemical Engineering,communications,MS,Electrical and Electronics Engineering,UCLA,Fall-2008,5.54,10,10,Tribhuvan University,103.0,23.0,157.0,158.0,2.9,48.0,35.0,,0,2,11,0,0,0
USA,Ganga Baniya,Computer Science,Thermal sciences,MS,Information Technology,Carnegie Mellon University,Fall-2012,9.71,10,10,Agriculture and Forestry University,93.0,22.0,165.0,158.0,4.6,,38.0,4.0,2,51,7,0,2,1
USA,Raj Kattel,Computer Science,Information Technology,MS,Electronics,UCLA,Fall-2009,6.99,10,10,Purbanchal University,,,157.0,162.0,5.0,40.0,35.0,4.5,0,39,8,0,0,0
USA,Milan Parajuli,Industrial Engineering,Networking,Both MS and PhD,Electronics,Penn State University,Fall-2013,5.53,10,10,Kathmandu University,104.0,19.0,160.0,161.0,2.9,45.0,42.0,4.0,1,18,1,0,0,0
