destination_country,userName,major,specialization,program,department,univName,termAndYear,cgpa,cgpaScale,topperCgpa,ugCollege,toeflScore,toeflEssay,greV,greQ,greA,gmatQ,gmatV,gmatA,researchExp,industryExp,internExp,journalPubs,confPubs,admit
India,Bharat Malla,Computer Science,VLSI,MS,Computer Science,VIT Vellore,Fall-2012,7.28,10,10,Lumbini Buddhist University,,,,,,48.0,38.0,5.0,0,41,8,0,0,0
India,Pradeep Jaiswal,Operations Research,Digital VLSI,MS,ECE,IIT Kanpur,Fall-2014,7.56,10,10,Manmohan Technical University,,,,,,48.0,35.0,5.0,1,20,7,0,0,0
India,Anjali Parajuli,Computer Science,Network Systems,MS,Electronics and telecom,Aligarh Muslim University,Fall-2011,8.34,10,10,Bangalore University,,,,,,45.0,,4.5,0,3,1,0,0,1
India,Suman Tamang,Industrial Engineering,Computer Architecture,MS,EC,Anna University,Spring-2014,8.79,10,10,Nepal Open University,77.0,19.0,,,,45.0,38.0,4.0,0,11,1,1,0,1
India,Sagar Pandit,Computer Science,Data structure Algorithms Database Big data Distributed and Programming languages,MS,EEE,Manipal University,Fall,9.49,10,10,Rajarshi Janak University,114.0,28.0,,,,,35.0,5.0,0,25,1,1,0,1
India,Ranjan Gautam,Electrical Engineering,Embedded Systems/VLSI,MS,ELECTRONICS,IIT Kharagpur,Fall-2012,7.43,10,10,Kathmandu University,,,,,,48.0,35.0,,0,52,4,0,1,0
India,Madan Mandal,Electrical Engineering,VLSI,MS/PhD,Electrical Engineering,Aligarh Muslim University,Fall-2010,7.53,10,10,Purbanchal University,97.0,22.0,,,,48.0,35.0,5.0,0,14,3,0,0,1
India,Uma Verma,Mechanical Engineering,Mixed Signal VLSI,MS,Computer Science and Engineering,IIT Kharagpur,Fall-2012,9.53,10,10,Bangalore University,,,,,,40.0,38.0,,0,0,9,0,0,1
India,Barsha Mijar,Electronics and Communication,Artificial Intelligence,MS,e&tc;,BITS Pilani,Fall-2015,9.85,10,10,Pokhara University,,,145.0,168.0,2.7,48.0,,5.0,0,11,6,0,0,1
India,Madan Ansari,Computer Science,Renewable Energy/Product Development/Automotive systems,MS,Information Science,Banaras Hindu University,Fall-2013,9.11,10,10,Pokhara University,98.0,19.0,,,,48.0,42.0,4.5,0,43,9,0,0,0
India,Pritam Singh,Computer Science,Networks,MS/PhD,Computer Science,BITS Pilani,Fall-2013,7.85,10,10,Tribhuvan University,78.0,18.0,,,,45.0,,,0,33,11,0,0,1
India,Sunita Agarwal,MIS,VLSI,MS,Computer Engineering,Banaras Hindu University,Fall-2015,7.86,10,10,Far-Western University,80.0,29.0,,,,,35.0,,0,34,4,0,0,1
India,Ganga Bote,Computer Science,DSP/Comm,MS,Telecommunication,Osmania University,Fall-2016,7.84,10,10,Mid-Western University,108.0,28.0,158.0,169.0,3.0,,42.0,,0,29,2,0,0,1
India,Deepak Sitaula,Computer Science,VLSI,MS,chemical engineering,IIT Madras,Fall-2012,6.24,10,10,Bangalore University,82.0,21.0,,,,,,5.0,1,21,1,0,0,1
India,Suraj Mandal,Mechanical Engineering,Embedded Systems,PhD,electrical & electronics,IISc Bangalore,Fall-2010,8.98,10,10,Far-Western University,85.0,22.0,,,,,38.0,4.0,1,42,5,0,2,1
India,Upendra Gautam,Comp Science/Comp Networks/Comp Engg,Computer Vision,MS,Mechatronics,Jawaharlal Nehru University,Fall-2013,9.13,10,10,Kathmandu University,82.0,20.0,,,,40.0,,,1,36,10,0,0,0
India,Ishwor Banerjee,Computer Science,Embedded Systems,MS/PhD,Not Specified,Manipal University,Fall-2011,6.51,10,10,Purbanchal University,,,,,,40.0,35.0,4.0,1,2,4,0,1,0
India,Namrata Kumal,Computer Science,General masters,MS,Electrical and Electronics,Aligarh Muslim University,Fall-2015,7.86,10,10,Calcutta University,,,,,,45.0,42.0,4.0,0,55,7,1,0,1
India,Ranjan Duwal,Computer Science,DataBase / Networking.,MS,Computer Science,IIT Delhi,Fall-2015,8.35,10,10,Tribhuvan University,,,167.0,153.0,4.7,,38.0,,1,42,7,0,0,0
India,Kamal Ghimire,Computer engineering VLSI CAD,Networking,MS,EEE,BITS Pilani,Fall-2011,6.28,10,10,Purbanchal University,70.0,26.0,,,,40.0,,5.0,0,20,9,0,0,1
India,Sandeep Gupta,Electrical Engineering,VLSI,MS,IT,Anna University,Fall-2015,7.94,10,10,Agriculture and Forestry University,96.0,19.0,142.0,151.0,3.5,,35.0,,0,56,4,0,0,1
India,Bibek Panta,Computer Engineering / Computer Networking / Computer Science,Signal and Image Processing,MS,ECE,VIT Vellore,Fall-2010,5.65,10,10,Kathmandu University,,,,,,45.0,35.0,4.5,0,32,5,0,1,1
India,Prashant Acharya,Computer Science,Computer networks/Info security,MS,information science and engineering,BITS Pilani,Fall-2011,8.51,10,10,Kathmandu University,,,,,,45.0,35.0,4.5,1,5,6,0,0,0
India,Bhawana Keshari,computer science / MIS,DSP Wireless Communications,MS,EEE,Jawaharlal Nehru University,Spring-2014,5.83,10,10,Mumbai University,,,,,,40.0,,,0,16,9,0,0,0
India,Gaurav Suwal,Electrical Engineering,Vlsi,MS,INSTRUMENTATION & CONTROL ENGG,Amity University,Fall-2015,8.97,10,10,Osmania University,74.0,25.0,,,,40.0,,,0,36,5,0,1,0
India,Sangita Shah,Computer Science,computer graphics operating systems,MS,CE,Aligarh Muslim University,Fall-2015,7.59,10,10,Agriculture and Forestry University,,,163.0,147.0,4.0,40.0,42.0,5.0,0,50,0,0,0,1
India,Samjhana Dhakal,Mechanical Engineering,VLSI,MS,Computer Science,IIT Bombay,Fall-2015,6.39,10,10,Tribhuvan University,114.0,18.0,,,,,42.0,4.5,0,20,1,0,0,1
India,Kalpana Dangi,Computer Science,MIS,MS,EEE,Anna University,Spring-2013,6.19,10,10,Anna University,,,,,,45.0,,,0,39,6,0,0,1
India,Pooja Prajapati,Computer Science,Distributed Computing Big data,MS,CSE,IIT Madras,Fall-2013,9.18,10,10,Far-Western University,,,,,,40.0,42.0,4.0,1,26,11,0,0,1
India,Nikhil Gautam,Computer Science,environmental engineering,MS,Computer,Jadavpur University,Fall-2011,8.12,10,10,Lumbini Buddhist University,70.0,27.0,,,,40.0,,,2,32,3,0,0,1
India,Rahul Bastola,Chemical Engineering,Computer Engineering,MS,Electronics and Telecommunication,VIT Vellore,Fall-2014,9.18,10,10,Kathmandu University,70.0,23.0,,,,40.0,35.0,5.0,1,2,3,0,1,1
India,Kriti Panta,Electrical Engineering,operations,MS,IT,University of Hyderabad,Fall-2013,5.66,10,10,Mid-Western University,,,,,,45.0,35.0,4.5,0,54,1,0,0,0
India,Uma Ghosh,MIS,VLSI,MS,Electrical and Electronics,Osmania University,Fall-2014,8.95,10,10,Pokhara University,,,143.0,163.0,3.3,48.0,35.0,4.0,0,33,2,0,0,1
India,Anil Upadhyay,Robotics,Thermal and fluid sciences,MS,Information Technology,IIT Kharagpur,Fall-2006,7.14,10,10,Rajarshi Janak University,,,,,,48.0,38.0,4.5,0,50,1,1,0,0
India,Laxmi Prajapati,Computer Science,Wireless Networks,MS,Mechanical Engineering,Amity University,Fall-2011,6.51,10,10,Pokhara University,70.0,24.0,157.0,161.0,3.6,40.0,42.0,,0,40,1,0,1,1
India,Dipak Pandey,Computer Science,Networks,MS,Computer Science and Engineering,IIT Kanpur,Fall-2006,7.36,10,10,Tribhuvan University,108.0,21.0,,,,40.0,,4.0,0,43,3,0,0,1
India,Archana Chaurasiya,Electrical Engineering,Computer Systems,MS,Mechanical Engineering,Osmania University,Fall-2013,5.95,10,10,Agriculture and Forestry University,114.0,26.0,,,,45.0,42.0,4.0,1,25,6,0,0,1
India,Sneha Roy,Biotechnology,Digital VLSI & Embedded Systems,MS,electronics,Jadavpur University,Fall-2013,6.3,10,10,Pokhara University,98.0,23.0,,,,45.0,42.0,4.5,1,47,11,0,0,1
India,Mohan Chakraborty,Computational Science and Engineering,Computer Graphics,MS,Mechanical Engineering,Aligarh Muslim University,Fall-2011,8.1,10,10,Rajarshi Janak University,111.0,21.0,,,,,35.0,4.5,1,56,10,1,0,1
India,Narayan Sheikh,Civil Engineering,VLSI/Microelectronics,MS,IT,Savitribai Phule Pune University,Fall-2011,5.98,10,10,Pokhara University,,,,,,,35.0,4.0,0,43,11,0,0,0
India,Gaurav Chakraborty,Computer Engineering,Controls,MS,Electronics and communication,Banaras Hindu University,Fall-2012,7.31,10,10,Agriculture and Forestry University,80.0,19.0,,,,,42.0,4.5,0,15,0,0,1,1
India,Bikash Choudhury,Comp Science/Comp Networks/Comp Engg,Embedded/Computer System Architecture,MS,Mechanical Engineering,Manipal University,Fall-2011,7.74,10,10,Kathmandu University,79.0,19.0,,,,40.0,42.0,5.0,0,10,9,0,0,1
India,Nischal Kewat,Computer Science,Security Privacy Forensics,MS,electronics and telecommunication,Osmania University,Fall-2014,6.07,10,10,Pokhara University,,,,,,48.0,38.0,,0,40,8,1,0,1
India,Aditya Yogi,Computer Science,Control System,MS,E&C;,IIT Madras,Fall-2012,7.02,10,10,Mumbai University,,,,,,,42.0,,0,47,11,0,2,0
India,Rajendra Ali,Electronics and Communication,Signal Processing,MS,ECE,Banaras Hindu University,Fall-2010,6.73,10,10,Gandaki University,,,146.0,149.0,4.3,48.0,35.0,,1,30,10,0,1,0
India,Roshani Bajracharya,Computer Science,Machine Learning,MS,ECE,Osmania University,Fall-2014,6.87,10,10,Gandaki University,97.0,21.0,,,,,,4.0,0,2,9,1,0,0
India,Dipika Adhikari,Computer Science,Micrbiology,MS,EC,IIT Kharagpur,Fall-2012,8.62,10,10,Pokhara University,,,167.0,145.0,3.8,48.0,35.0,5.0,0,55,6,0,1,1
India,Krishna Sinha,MIS,VLSI,MS,Computer Engg.,Jadavpur University,Fall-2011,7.68,10,10,Manmohan Technical University,,,,,,45.0,35.0,5.0,0,19,5,0,0,0
India,Ravi Koirala,Computer Science,Undecided,MS,Electronics and Instrumentation,IIT Bombay,Fall-2012,6.83,10,10,Calcutta University,81.0,18.0,,,,40.0,38.0,4.5,0,4,3,0,1,0
India,Gaurav Upadhyay,Electrical Engineering,Electrical,MS,ECE,IIT Madras,Fall-2011,7.09,10,10,Tribhuvan University,95.0,23.0,,,,,35.0,4.0,0,34,7,0,0,1
India,Bishnu Dahal,Electrical Engineering,Telecom/Comunication Network/Embedded,MS,Computers,Anna University,Fall-2015,6.28,10,10,Tribhuvan University,108.0,21.0,,,,,35.0,4.0,0,21,5,1,0,1
India,Amit Devkota,Electronics and Communication,VLSI,MS,IS,Aligarh Muslim University,Fall-2013,7.22,10,10,Pokhara University,100.0,29.0,,,,45.0,35.0,,1,2,10,0,0,1
India,Niraj Nembang,Industrial Engineering,High Performance Computing,MS,Information Technology,Banaras Hindu University,Fall-2015,6.92,10,10,Lumbini Buddhist University,110.0,27.0,,,,,38.0,5.0,0,16,4,0,0,1
India,Abhishek Tharu,Electrical Engineering,AI/Comp. Vision,MS,Electronics and Instrumentation,SRM University,Fall-2014,7.3,10,10,Delhi University,107.0,22.0,,,,,,4.5,1,48,3,0,1,1
India,Bhawana Yadav,Electronics and Communication,Digital VLSI,MS,EEE,IIT Kharagpur,Fall-2015,7.71,10,10,Bangalore University,99.0,23.0,,,,48.0,38.0,5.0,0,33,9,0,0,1
India,Tika Tiwari,MIS,DSP,MS,CSE,Jawaharlal Nehru University,Fall-2012,9.0,10,10,Jadavpur University,,,,,,45.0,38.0,4.5,0,25,5,0,0,1
India,Sarita Gurung,Electronics and Communication,CFD,MS,Information Technology,SRM University,Fall-2013,6.6,10,10,Gandaki University,,,,,,45.0,35.0,,1,31,7,0,0,1
India,Shailesh Kushwaha,Management Information System,Digital VLSI,MS,Computer Science,Delhi University,Fall-2013,9.3,10,10,Delhi University,73.0,22.0,,,,,35.0,4.5,0,47,5,0,0,0
India,Rajeev Timilsina,Computer Science,Networks,MS,B.Tech IT,IISc Bangalore,Fall-2011,8.37,10,10,Mumbai University,,,,,,40.0,42.0,5.0,1,48,3,0,0,1
India,Uma Mahara,Industrial Engineering,Databases Datamining and Business Intelligence,MS,Electrical and Electronics,Manipal University,Fall-2012,6.37,10,10,Nepal Open University,,,,,,48.0,38.0,4.0,0,37,7,0,0,1
India,Bikash Pandit,Computer Science,Databases Data analytics AI,MS,Chemical,BITS Pilani,Fall-2014,7.45,10,10,Anna University,,,,,,40.0,35.0,4.0,2,26,0,0,0,0
India,Akhil Devkota,Biological Sciences Biotechnology ,Software Engineering,MS/PhD,Computer Science,IIT Madras,Fall-2015,7.6,10,10,Mid-Western University,,,,,,45.0,42.0,,2,50,3,0,0,0
India,Hemant Hayu,Chemical Engineering,Business Analytics,MS,CS,Jawaharlal Nehru University,Fall-2013,6.12,10,10,Agriculture and Forestry University,,,,,,,,5.0,1,55,1,0,0,1
India,Shila Rijal,Electrical Engineering,CS - systems,MS,Computer Science Engineering,VIT Vellore,Fall-2013,5.77,10,10,Manmohan Technical University,,,,,,,42.0,4.5,1,50,2,0,0,0
India,Smriti Thakuri,Electrical Engineering,VLSI+comp arch,MS,CE,VIT Vellore,Fall-2013,8.38,10,10,Far-Western University,72.0,26.0,,,,48.0,38.0,5.0,0,56,6,0,0,1
India,Gaurav Dangi,Management Information System,VLSI,MS,CSE,Osmania University,Fall-2013,6.21,10,10,Delhi University,,,,,,40.0,42.0,4.5,0,47,11,0,0,0
India,Sunita Acharya,MIS,Network Systems,MS,Electronics(Instrument &Contol;),IIT Madras,Spring-2013,8.42,10,10,Rajarshi Janak University,,,,,,40.0,42.0,5.0,1,35,1,0,0,1
India,Manish Kurmi,Industrial Engineering,Device Physics Solar Cells,MS,Not Specified,Jadavpur University,Fall-2014,8.39,10,10,Kathmandu University,101.0,18.0,,,,40.0,42.0,4.0,1,22,9,0,0,1
India,Ranjan Bote,MIS,Power Systems,MS,CSE,SRM University,Fall-2012,8.09,10,10,Mid-Western University,103.0,23.0,,,,48.0,35.0,5.0,0,22,6,0,0,0
India,Rajendra Hayu,Electrical Engineering,Networking and security,MS,Electronics and telecommunication,IIT Delhi,Fall-2012,5.54,10,10,Far-Western University,,,,,,48.0,42.0,5.0,0,42,2,0,0,1
India,Gita Acharya,Computer Science,Digital VLSI,MS,Electronics and Communication,IIT Bombay,Fall-2014,5.73,10,10,Delhi University,,,,,,,42.0,,0,23,10,0,0,1
India,Jeevan Miandad,physics,Algorithm Design,MS,Computer Science,Delhi University,Fall-2014,7.53,10,10,Mid-Western University,,,,,,45.0,35.0,,1,45,5,0,0,1
India,Sharmila Kandel,Computer Science,Networking,MS,Information Technology,Savitribai Phule Pune University,Fall-2012,8.02,10,10,Nepal Open University,,,,,,,35.0,4.0,0,31,6,0,0,0
India,Yashoda Miandad,Electronics and Communication,Wireless Networking,MS,CSE,SRM University,Fall-2006,9.05,10,10,Nepal Open University,,,,,,48.0,38.0,5.0,1,7,7,1,0,0
India,Suresh Sharma,Computer Science,VLSI,MS,Computer Science and Engineering,Aligarh Muslim University,Fall-2011,5.78,10,10,Nepal Open University,,,,,,,38.0,,2,59,1,1,2,0
India,Dinesh Gupta,Electrical Engineering,Data Science,MS,ECE,Manipal University,Fall-2014,6.26,10,10,Lumbini Buddhist University,,,,,,48.0,38.0,4.0,0,14,6,0,0,1
India,Kavita Khan,Computer Science,Energy and Environment,MS,Electronics and Communication,IISc Bangalore,Fall-2011,7.74,10,10,Tribhuvan University,98.0,29.0,,,,,,4.5,1,8,8,0,0,0
India,Sandeep Chaurasiya,Instrumentation and Control,Digital Signal Processing,MS,EEE,SRM University,Fall-2013,6.52,10,10,Far-Western University,98.0,25.0,,,,48.0,,,0,8,10,1,0,0
India,Alok Mandal,Electrical Engg/ comp engg,Manufacturing Systems (or) SCM (or) OR,MS,CS,IIT Bombay,Spring-2013,6.92,10,10,Jadavpur University,,,,,,40.0,38.0,4.5,0,36,7,1,0,1
India,Samjhana Mishra,Electronics and Communication,Databases,MS,COMPUTER,Manipal University,Fall-2015,6.93,10,10,Kathmandu University,,,,,,,38.0,4.5,0,9,10,1,0,0
India,Dipesh Bhandari,MIS,AI,MS,electronics and communication,SRM University,Fall-2012,9.14,10,10,Manmohan Technical University,,,,,,,42.0,,1,44,8,0,0,1
India,Om Ghale,Computer Science,Power Systems,MS,EXTC,BITS Pilani,Fall-2013,7.61,10,10,Mid-Western University,100.0,28.0,,,,,38.0,,0,27,7,0,0,0
India,Bharat Kunwar,Electronics and Communication,Computer Networking/ Communications,MS,Infomation Science and Engineering,Amity University,Fall-2011,8.68,10,10,Agriculture and Forestry University,,,,,,45.0,38.0,5.0,0,59,2,0,0,1
India,Prerana Siddiqui,Electrical and computer science,Computer Engineering Embedded Systems,MS,Mechanical,VIT Vellore,Fall-2013,5.84,10,10,Agriculture and Forestry University,,,,,,,38.0,4.0,1,25,7,0,1,0
India,Madan Musahar,Information Management,Programming Languages,PhD,Computer Engineering,IISc Bangalore,Spring-2013,6.28,10,10,Rajarshi Janak University,,,,,,40.0,,4.5,0,0,1,1,0,1
India,Samjhana Mahara,Civil Engineering,Telecommunication,MS,Pharmacy,Amity University,Fall-2012,7.86,10,10,Far-Western University,75.0,18.0,,,,40.0,,4.0,0,57,2,1,0,0
India,Suresh Jirel,Computer Science,Parallel Computing,MS,Information Science,Jawaharlal Nehru University,Fall-2011,9.45,10,10,Mid-Western University,,,,,,48.0,,,0,40,7,0,0,1
India,Mukesh Majhi,MIS,Software Engineering,MS/PhD,Computer Science and Engineering,IISc Bangalore,Fall-2012,7.91,10,10,Tribhuvan University,,,,,,48.0,,4.0,3,34,7,2,0,1
India,Nabin Ghale,Computer Science,Undecided,MS,CSE,Amity University,Fall-2014,6.5,10,10,Manmohan Technical University,,,,,,40.0,42.0,4.0,0,52,9,0,1,0
India,Kiran Yadav,Computer Science,Data Mining,MS,EIE,IIT Delhi,Fall-2006,9.59,10,10,Tribhuvan University,83.0,24.0,,,,,42.0,5.0,0,43,0,0,1,1
India,Karuna Baniya,MIS,Programming Languages Networks,MS,Electronics & Telecommunication,IIT Madras,Fall-2012,7.41,10,10,Rajarshi Janak University,,,153.0,157.0,4.7,45.0,38.0,,2,29,5,0,0,0
India,Rajesh Sitaula,Computer Science,Construction managment and engineering,MS,CHEMICAL ENGINEERING,SRM University,Fall-2013,9.13,10,10,Calcutta University,83.0,26.0,,,,40.0,38.0,,0,9,0,0,0,0
India,Binita Jirel,Computer Science,Reservoir,MS,Mechanical,Jawaharlal Nehru University,Fall-2011,5.8,10,10,Pokhara University,86.0,29.0,,,,40.0,42.0,,2,45,7,0,1,0
India,Rahul Lohani,pharmaceutics,VLSI / Embedded Systems,MS,industrial engineering and management,IIT Kanpur,Fall-2011,9.82,10,10,Osmania University,99.0,19.0,,,,45.0,42.0,,1,21,10,0,0,0
India,Ravi Thapa,Computer Science,Networking Distributed Computing Security,MS,Computer Science,IIT Delhi,Fall-2015,7.81,10,10,Kathmandu University,82.0,19.0,157.0,153.0,2.9,48.0,38.0,5.0,0,4,4,0,0,0
India,Nikhil Bista,Electronics Instrumentation and Control,Propulsion combustion CFD Turbomachinery,MS,Electronics and Communication Engineering,Anna University,Fall-2014,6.24,10,10,Nepal Open University,101.0,21.0,,,,,35.0,4.5,0,10,2,0,0,1
India,Aayush Yadav,Computer Science,Distrubuted Systems,MS,Electrical Engineering,University of Hyderabad,Fall-2013,6.96,10,10,Gandaki University,,,,,,40.0,42.0,4.5,0,53,4,0,0,1
India,Aasha Chakraborty,Computer Engineering,Environmental Engineering,MS,Not Specified,IIT Madras,Fall-2013,6.96,10,10,Purbanchal University,97.0,29.0,168.0,167.0,4.5,48.0,38.0,4.5,0,49,6,0,2,0
India,Laxmi Sahani,Materials Science & Engineering,Computer Science & Information Security,MS,Computers,Jadavpur University,Fall-2014,6.55,10,10,Purbanchal University,88.0,20.0,,,,40.0,42.0,,1,34,8,1,0,0
India,Lokesh Regmi,Computer Science,VLSI,MS,Chemical Engineering Department,IIT Bombay,Fall-2009,6.17,10,10,Purbanchal University,83.0,20.0,,,,,38.0,4.5,0,9,2,0,0,1
India,Sangita Bista,Computer Science,DSP,MS,Electronics and Instrumentation,Savitribai Phule Pune University,Fall-2012,6.33,10,10,Jadavpur University,74.0,21.0,143.0,155.0,3.1,48.0,38.0,4.5,1,42,9,0,0,0
India,Barsha Chakraborty,Electrical Engineering,Computer Networks,MS,ECE,Savitribai Phule Pune University,Spring-2014,5.9,10,10,Jadavpur University,107.0,23.0,,,,45.0,42.0,4.0,0,4,5,0,0,0
India,Ashim Dangol,Computer Science,Synthetic Chemistry,MS,Production Engg,IIT Delhi,Fall-2007,6.29,10,10,Osmania University,80.0,21.0,,,,45.0,,4.5,2,4,6,0,0,1
India,Anju Hayu,Aerospace Engineering,database / big data / cloud computing,MS,Computer Science & Engineering,Anna University,Fall-2011,5.89,10,10,Far-Western University,,,,,,,42.0,4.5,1,55,6,1,0,1
India,Ankit Baniya,Computer Science,Database Systems Data Mining,MS,cse,IIT Kanpur,Fall-2015,7.08,10,10,Rajarshi Janak University,87.0,18.0,,,,48.0,,4.5,0,52,0,0,0,0
India,Anil Majhi,Mechanical Engineering,Data Mining/NLP,MS,Engineering,Delhi University,Fall-2012,9.38,10,10,Manmohan Technical University,,,,,,48.0,,4.5,1,16,7,0,0,0
India,Dipika Chhantyal,MIS,operations research,MS,Computer Science,Savitribai Phule Pune University,Fall-2013,7.55,10,10,Manmohan Technical University,,,,,,,,,1,45,5,0,0,0
India,Bharat Rajbanshi,Computer Science,Systems,MS,Electronics,University of Hyderabad,Spring-2014,7.84,10,10,Mid-Western University,,,,,,,35.0,5.0,2,12,11,0,0,0
India,Ishani Miandad,Engineering Management,power systems,MS,E.C.,Anna University,Fall-2014,8.95,10,10,Pune University,79.0,26.0,,,,40.0,38.0,5.0,2,5,4,0,2,1
India,Pankaj Gautam,CS / MSIS / ITM,Data Mining,MS,CS,Manipal University,Fall-2014,6.59,10,10,Mid-Western University,,,,,,48.0,,4.0,1,47,11,0,1,0
India,Aarati Bajracharya,Computer Science,Algorithm Design,MS,Mechanical,Jadavpur University,Fall-2011,7.11,10,10,Far-Western University,,,,,,,,4.5,0,10,11,1,1,0
India,Raj Sigdel,Computer Science,Wireless Communication,MS,Mechanical Engg,Jawaharlal Nehru University,Fall-2011,7.76,10,10,Tribhuvan University,95.0,27.0,,,,45.0,35.0,,0,6,7,0,0,0
India,Umesh KC,MIS,Machine Learning,MS,Electrical,Savitribai Phule Pune University,Fall-2014,6.01,10,10,Far-Western University,79.0,23.0,,,,,42.0,4.0,0,1,2,0,1,0
India,Ashim Kushwaha,Computer Science,Embedded Systems,MS,Media Sciences,IIT Delhi,Fall-2012,8.39,10,10,Rajarshi Janak University,,,,,,45.0,35.0,4.5,0,43,8,0,0,1
India,Rupsha Chaurasiya,Computer Science,Software Engineering,MS,EECE,Aligarh Muslim University,Fall-2013,6.93,10,10,Lumbini Buddhist University,108.0,21.0,,,,40.0,38.0,4.0,0,18,11,0,0,0
India,Ashish Koirala,Information Systems,Network Security,MS,Mechanical,VIT Vellore,Fall-2013,6.17,10,10,Purbanchal University,,,,,,40.0,42.0,,0,17,8,0,0,1
India,Archana Ali,Computer Science,Networks,MS,Civil Engineering (Agricultural and Irrigation Engineering Degree),University of Hyderabad,Fall,8.79,10,10,Gandaki University,,,,,,48.0,38.0,,0,34,5,0,0,1
India,Sneha Chaudhary,Electrical Engineering,Embedded Systems,MS,Computer Engineering,Banaras Hindu University,Fall-2014,9.01,10,10,Manmohan Technical University,75.0,29.0,,,,48.0,38.0,4.0,0,53,6,0,0,1
India,Shankar Dangi,Computer Science,Separation Processes,MS,CS,Manipal University,Fall-2014,5.79,10,10,Purbanchal University,,,,,,,35.0,4.0,1,44,3,0,0,0
India,Upendra Yogi,Electrical Engineering,System Security,MS,ECE,Delhi University,Fall-2015,8.47,10,10,Lumbini Buddhist University,,,,,,48.0,35.0,,0,44,3,0,0,1
India,Krishna Ghimire,Computer Science,Control System,MS,Computer Engineering,IIT Delhi,Fall-2014,7.41,10,10,Manmohan Technical University,97.0,28.0,146.0,153.0,3.7,45.0,42.0,5.0,1,2,11,0,1,1
India,Milan Dangol,Computer Science,Network Security,MS,Production Engineering,IIT Kharagpur,Fall-2012,8.33,10,10,Mid-Western University,,,,,,45.0,,4.5,0,41,1,0,0,0
India,Arjun Duwal,Electrical and computer science,Signal Processing,MS,Civil Engineering,Manipal University,Fall-2011,8.83,10,10,Rajarshi Janak University,86.0,20.0,,,,40.0,42.0,4.5,0,16,7,0,0,0
India,Barsha Mahato,MIS,Thermal,MS,Electronics,IIT Bombay,Fall-2015,5.97,10,10,Anna University,,,,,,45.0,42.0,4.5,0,34,9,1,0,0
India,Radha Majhi,Computer Science,Power Electronics/Power Systems,MS,Mechanical engineering,Amity University,Fall-2014,8.31,10,10,Pokhara University,,,,,,48.0,,4.0,0,15,1,0,1,1
